Order_ID,Order_Date,Category,Product,Quantity,Total_Sales_USD,Payment_Method,State
ORD-00689,2025-05-11,Electronics,Smartphone,1.0,338.89,,CA
ORD-00690,2025-10-14,Sports,Dumbbell,5.0,2771.12,,TX
ORD-00691,2025-12-14,Electronics,Headphones,2.0,1079.23,PayPal,IL
ORD-00692,2025-09-19,Fashion,Handbag,6.0,3006.8,Bank Transfer,FL
ORD-00693,2025-11-20,Electronics,Headphones,10.0,,PayPal,NY
ORD-00694,2025-02-06,Home,Blender,10.0,8660.24,Credit Card,NY
ORD-00695,2025-05-30,Home,Sofa,6.0,2933.88,Apple Pay,IL
ORD-00696,2025-07-05,Sports,Dumbbell,,9406.73,,FL
ORD-00697,2025-05-01,Fashion,Sneakers,,205.06,Apple Pay,CA
ORD-00698,2025-02-02,Fashion,Sneakers,7.0,1207.18,Bank Transfer,IL
ORD-00699,2025-02-12,Electronics,Laptop,7.0,5568.46,Credit Card,TX
ORD-00700,2025-05-07,Fashion,Jacket,7.0,3345.08,Apple Pay,FL
ORD-00701,2025-01-15,Fashion,Sneakers,9.0,11349.06,Credit Card,TX
ORD-00702,2025-10-04,Home,Blender,8.0,11703.78,Apple Pay,IL
ORD-00703,2025-11-02,Sports,Bike,9.0,2538.13,Bank Transfer,IL
ORD-00704,2025-06-27,Sports,Yoga Mat,9.0,,Bank Transfer,IL
ORD-00705,2025-07-31,Fashion,Jacket,8.0,3805.16,Apple Pay,NY
ORD-00706,2025-03-11,Home,Air Fryer,1.0,794.51,Apple Pay,TX
ORD-00707,2025-09-09,Sports,Yoga Mat,1.0,1037.9,Bank Transfer,TX
ORD-00708,2025-01-04,Electronics,Headphones,5.0,4517.83,Apple Pay,NY
ORD-00709,2025-03-25,Sports,Yoga Mat,7.0,,Bank Transfer,FL
ORD-00710,2025-05-03,Fashion,Handbag,2.0,1289.83,Apple Pay,TX
ORD-00711,2025-04-04,Home,Blender,4.0,5132.61,,TX
ORD-00712,2025-12-25,Electronics,Headphones,,6900.96,Bank Transfer,NY
ORD-00713,2025-10-01,Home,Air Fryer,3.0,280.37,Credit Card,NY
ORD-00714,2025-08-13,Electronics,Tablet,5.0,1025.29,Credit Card,NY
ORD-00715,2025-06-25,Electronics,Smartphone,,,Bank Transfer,TX
ORD-00716,2025-01-17,Sports,Dumbbell,8.0,8411.71,Apple Pay,CA
ORD-00717,2025-02-06,Fashion,Jacket,,5839.83,Bank Transfer,NY
ORD-00718,2025-03-04,Fashion,Handbag,7.0,8720.69,PayPal,FL
ORD-00719,2025-02-18,Sports,Bike,1.0,314.79,PayPal,FL
ORD-00720,2025-01-22,Sports,Dumbbell,6.0,,Credit Card,TX
ORD-00721,2025-01-27,Sports,Dumbbell,4.0,2213.73,PayPal,CA
ORD-00722,2025-05-22,Fashion,T-shirt,6.0,253.8,Credit Card,
ORD-00723,2025-12-20,Fashion,Jacket,1.0,879.99,Bank Transfer,IL
ORD-00724,2025-09-13,Fashion,Handbag,2.0,776.22,Credit Card,IL
ORD-00725,2025-03-20,Home,Air Fryer,1.0,546.17,Credit Card,NY
ORD-00726,2025-11-27,Sports,Bike,,8837.28,Apple Pay,
ORD-00727,2025-03-10,Fashion,Jacket,7.0,,,CA
ORD-00728,2025-12-23,Sports,Tent,9.0,4105.6,Bank Transfer,NY
ORD-00729,2025-08-28,Fashion,Jeans,6.0,2994.29,Apple Pay,IL
ORD-00730,2025-06-01,Fashion,Jacket,9.0,2244.94,Apple Pay,IL
ORD-00731,2025-09-17,Home,Blender,1.0,1168.36,Bank Transfer,NY
ORD-00732,2025-05-03,Electronics,Camera,6.0,7011.03,Apple Pay,CA
ORD-00733,2025-10-10,Sports,Bike,9.0,,PayPal,IL
ORD-00734,2025-02-26,Home,Desk,7.0,6779.76,Credit Card,IL
ORD-00735,2025-01-17,Electronics,Laptop,3.0,853.16,PayPal,CA
ORD-00736,2025-11-25,Sports,Bike,2.0,134.18,Bank Transfer,FL
ORD-00737,2025-02-06,Home,Air Fryer,6.0,2080.02,Credit Card,NY
ORD-00738,2025-02-01,Sports,Treadmill,8.0,9644.08,Apple Pay,IL
ORD-00739,2025-05-17,Sports,Dumbbell,1.0,1238.99,Credit Card,CA
ORD-00740,2025-02-19,Home,Air Fryer,4.0,,Credit Card,NY
ORD-00741,2025-05-08,Sports,Bike,4.0,3195.06,PayPal,IL
ORD-00742,2025-08-23,Sports,Treadmill,10.0,5497.86,Bank Transfer,CA
ORD-00743,2025-06-22,Fashion,Sneakers,9.0,5528.74,PayPal,
ORD-00744,2025-06-16,Sports,Dumbbell,,5004.72,,FL
ORD-00745,2025-10-07,Sports,Dumbbell,10.0,3762.69,,FL
ORD-00746,2025-07-23,Home,Desk,8.0,5458.4,Credit Card,
ORD-00747,2025-06-04,Home,Microwave,,786.06,Credit Card,TX
ORD-00748,2025-12-20,Fashion,Sneakers,6.0,312.71,Apple Pay,
ORD-00749,2025-03-21,Fashion,Jacket,1.0,701.35,PayPal,TX
ORD-00750,2025-06-03,Home,Microwave,4.0,1459.33,Credit Card,IL
ORD-00751,2025-06-16,Sports,Yoga Mat,4.0,4426.85,Bank Transfer,NY
ORD-00752,2025-06-03,Sports,Yoga Mat,2.0,1801.88,Credit Card,IL
ORD-00753,2025-06-21,Sports,Treadmill,,1384.37,Apple Pay,FL
ORD-00754,2025-11-05,Sports,Treadmill,4.0,4506.26,Credit Card,FL
ORD-00755,2025-10-04,Electronics,Tablet,9.0,728.55,PayPal,TX
ORD-00756,2025-07-21,Fashion,Sneakers,1.0,1016.98,Bank Transfer,IL
ORD-00757,2025-07-21,Electronics,Smartphone,7.0,3142.15,PayPal,
ORD-00758,2025-01-26,Home,Air Fryer,8.0,6925.86,Bank Transfer,TX
ORD-00759,2025-12-24,Electronics,Headphones,9.0,5967.42,PayPal,NY
ORD-00760,2025-11-30,Sports,Yoga Mat,4.0,,PayPal,IL
ORD-00761,2025-08-09,Fashion,Sneakers,2.0,828.12,Apple Pay,IL
ORD-00762,2025-06-28,Electronics,Laptop,7.0,,PayPal,TX
ORD-00763,2025-03-28,Home,Microwave,1.0,1159.13,Apple Pay,IL
ORD-00764,2025-04-30,Sports,Yoga Mat,3.0,2015.66,PayPal,TX
ORD-00765,2025-05-05,Fashion,,2.0,2229.16,PayPal,TX
ORD-00766,2025-08-30,Electronics,Tablet,2.0,943.15,Credit Card,TX
ORD-00767,2025-09-25,Fashion,Jeans,4.0,1286.5,Apple Pay,IL
ORD-00768,2025-12-09,Sports,Yoga Mat,3.0,3146.12,Credit Card,FL
ORD-00769,2025-04-13,Electronics,Tablet,3.0,326.89,Apple Pay,CA
ORD-00770,2025-05-19,Sports,Treadmill,2.0,1190.39,Apple Pay,CA
ORD-00771,2025-07-14,Electronics,Tablet,7.0,,Credit Card,
ORD-00772,2025-04-12,Sports,Yoga Mat,9.0,1352.44,Bank Transfer,IL
ORD-00773,2025-06-06,Electronics,Laptop,4.0,5539.84,Apple Pay,FL
ORD-00774,2025-06-30,Sports,Bike,1.0,533.23,Apple Pay,TX
ORD-00775,2025-11-17,Fashion,Jeans,5.0,6108.01,Apple Pay,FL
ORD-00776,2025-06-24,Electronics,Camera,5.0,1769.31,Bank Transfer,NY
ORD-00777,2025-11-10,Electronics,Headphones,9.0,,PayPal,
ORD-00778,2025-06-09,Fashion,Jeans,3.0,1953.5,Apple Pay,FL
ORD-00779,2025-12-17,Fashion,Sneakers,3.0,2639.78,PayPal,NY
ORD-00780,2025-03-16,Home,Microwave,3.0,1969.49,PayPal,TX
ORD-00781,2025-03-02,Electronics,Camera,,,PayPal,TX
ORD-00782,2025-07-31,Fashion,Jacket,6.0,7935.57,Bank Transfer,TX
ORD-00783,2025-02-24,Sports,Dumbbell,3.0,3519.24,,NY
ORD-00784,2025-10-18,Electronics,Camera,10.0,4149.57,PayPal,IL
ORD-00785,2025-12-19,Fashion,Sneakers,1.0,551.71,Bank Transfer,NY
ORD-00786,2025-09-09,Sports,Dumbbell,3.0,3843.45,Bank Transfer,NY
ORD-00787,2025-01-08,Fashion,Sneakers,4.0,270.8,Apple Pay,FL
ORD-00788,2025-08-13,Fashion,Sneakers,4.0,471.53,Bank Transfer,TX
ORD-00789,2025-01-22,Sports,Bike,,4334.42,Bank Transfer,TX
ORD-00790,2025-09-26,Sports,Yoga Mat,10.0,8988.33,Credit Card,IL
ORD-00791,2025-01-22,Electronics,Headphones,8.0,9951.8,PayPal,IL
ORD-00792,2025-11-19,Sports,Treadmill,9.0,5340.14,,NY
ORD-00793,2025-05-27,Home,Blender,7.0,9302.36,Bank Transfer,NY
ORD-00794,2025-12-20,Sports,Dumbbell,10.0,13801.69,PayPal,FL
ORD-00795,2025-10-27,Sports,,,1687.45,,FL
ORD-00796,2025-08-21,Sports,Dumbbell,8.0,454.96,PayPal,FL
ORD-00797,2025-12-31,Electronics,Tablet,6.0,,PayPal,CA
ORD-00798,2025-02-13,Electronics,Laptop,,7667.42,Bank Transfer,IL
ORD-00799,2025-03-29,Fashion,T-shirt,,5249.69,Apple Pay,IL
ORD-00800,2025-12-31,Fashion,Sneakers,,854.17,Credit Card,FL
ORD-00801,2025-04-03,Home,Desk,8.0,3579.16,Credit Card,NY
ORD-00802,2025-01-07,Fashion,Jacket,10.0,11527.86,Bank Transfer,FL
ORD-00803,2025-09-10,Sports,Yoga Mat,1.0,919.82,PayPal,NY
ORD-00804,2025-11-04,Sports,Tent,7.0,4717.83,Credit Card,NY
ORD-00805,2025-04-17,Home,Microwave,9.0,11104.02,Credit Card,NY
ORD-00806,2025-01-17,Fashion,Jacket,6.0,446.08,Apple Pay,TX
ORD-00807,2025-04-02,Electronics,Laptop,2.0,1274.19,PayPal,TX
ORD-00808,2025-01-19,Fashion,T-shirt,10.0,5530.79,Credit Card,TX
ORD-00809,2025-08-07,Home,Desk,7.0,8637.94,,TX
ORD-00810,2025-05-21,Sports,Bike,2.0,2096.07,,IL
ORD-00811,2025-11-10,Sports,Yoga Mat,4.0,4199.31,Credit Card,CA
ORD-00812,2025-12-28,Electronics,Headphones,10.0,14021.6,Apple Pay,FL
ORD-00813,2025-11-16,Home,Desk,9.0,7840.9,Apple Pay,
ORD-00814,2025-04-03,Sports,Yoga Mat,,5991.25,PayPal,TX
ORD-00815,2025-11-17,Fashion,Jacket,2.0,111.0,Credit Card,NY
ORD-00816,2025-10-14,Sports,Tent,1.0,514.01,PayPal,CA
ORD-00817,2025-06-07,Fashion,Handbag,5.0,5947.45,Apple Pay,IL
ORD-00818,2025-06-24,Home,Air Fryer,2.0,,Bank Transfer,IL
ORD-00819,2025-06-23,Electronics,Smartphone,4.0,,Bank Transfer,FL
ORD-00820,2025-08-24,Electronics,Smartphone,8.0,1999.77,Apple Pay,FL
ORD-00821,2025-12-14,Sports,Treadmill,9.0,4167.26,Apple Pay,IL
ORD-00822,2025-07-01,Electronics,,10.0,10345.3,Credit Card,NY
ORD-00823,2025-11-17,Home,Air Fryer,6.0,8854.53,PayPal,IL
ORD-00824,2025-06-07,Sports,Bike,10.0,1929.3,Apple Pay,CA
ORD-00825,2025-05-02,Home,Blender,2.0,1511.28,Apple Pay,FL
ORD-00826,2025-02-27,Home,Sofa,9.0,4206.88,Apple Pay,CA
ORD-00827,2025-09-05,Fashion,Jacket,,6150.98,PayPal,NY
ORD-00828,2025-06-17,Home,Blender,9.0,,PayPal,CA
ORD-00829,2026-01-01,Fashion,Sneakers,1.0,699.87,Credit Card,CA
ORD-00830,2025-06-20,Home,Air Fryer,10.0,,Bank Transfer,CA
ORD-00831,2025-06-09,Electronics,Camera,5.0,266.35,PayPal,TX
ORD-00832,2025-06-13,Fashion,Sneakers,5.0,2147.21,Bank Transfer,CA
ORD-00833,2025-01-08,Home,Sofa,3.0,1274.95,Credit Card,NY
ORD-00834,2025-12-27,Home,Microwave,6.0,2526.94,Apple Pay,IL
ORD-00835,2025-06-23,Fashion,Sneakers,2.0,961.68,Bank Transfer,CA
ORD-00836,2025-01-26,Fashion,Jacket,8.0,10854.98,Credit Card,FL
ORD-00837,2025-12-27,Electronics,Laptop,7.0,4200.26,Bank Transfer,IL
ORD-00838,2026-01-01,Home,Desk,6.0,,Credit Card,FL
ORD-00839,2025-06-08,Fashion,Jacket,8.0,1311.59,Bank Transfer,
ORD-00840,2025-11-12,Fashion,Sneakers,3.0,3883.27,Apple Pay,TX
ORD-00841,2025-06-16,Sports,,6.0,7124.35,Bank Transfer,FL
ORD-00842,2025-09-03,Electronics,Laptop,8.0,1496.58,,NY
ORD-00843,2025-09-18,Home,Desk,10.0,8705.24,Credit Card,FL
ORD-00844,2025-06-04,Electronics,Tablet,9.0,8830.69,Bank Transfer,
ORD-00845,2025-03-23,Sports,Bike,10.0,3806.63,Bank Transfer,FL
ORD-00846,2025-10-30,Electronics,Tablet,4.0,4898.38,Bank Transfer,FL
ORD-00847,2025-12-09,Home,Microwave,4.0,1104.67,Credit Card,IL
ORD-00848,2025-06-16,Sports,Treadmill,10.0,9021.92,Credit Card,FL
ORD-00849,2025-02-25,Fashion,Handbag,7.0,861.14,Bank Transfer,TX
ORD-00850,2025-03-13,Sports,Treadmill,2.0,684.13,,NY
ORD-00851,2025-11-12,Fashion,T-shirt,9.0,4062.82,Bank Transfer,NY
ORD-00852,2025-12-14,Fashion,Handbag,5.0,4320.05,Apple Pay,FL
ORD-00853,2025-09-19,Home,Air Fryer,10.0,320.16,Bank Transfer,NY
ORD-00854,2025-01-28,Home,Air Fryer,6.0,8121.55,Credit Card,IL
ORD-00855,2025-05-01,Home,Air Fryer,5.0,6506.03,Bank Transfer,IL
ORD-00856,2025-08-11,Sports,Dumbbell,7.0,4346.5,PayPal,NY
ORD-00857,2025-07-04,Sports,,4.0,3368.1,Bank Transfer,NY
ORD-00858,2025-11-28,Home,Sofa,3.0,,Credit Card,NY
ORD-00859,2025-11-25,Sports,Tent,3.0,,Bank Transfer,FL
ORD-00860,2025-08-06,Sports,Yoga Mat,3.0,2077.51,Bank Transfer,FL
ORD-00861,2025-01-04,Home,Sofa,3.0,1945.99,Bank Transfer,NY
ORD-00862,2025-01-18,Home,Blender,9.0,7857.01,Credit Card,IL
ORD-00863,2025-12-20,Sports,Dumbbell,2.0,1757.6,Credit Card,NY
ORD-00864,2025-11-09,Home,Blender,9.0,1222.08,Credit Card,NY
ORD-00865,2025-06-09,Sports,Treadmill,9.0,10810.67,Credit Card,TX
ORD-00866,2025-08-29,Electronics,Headphones,8.0,6229.93,Apple Pay,FL
ORD-00867,2025-12-22,Home,Desk,,1339.56,Apple Pay,IL
ORD-00868,2025-10-21,Home,Air Fryer,8.0,7005.19,Credit Card,TX
ORD-00869,2025-09-16,Electronics,Tablet,8.0,1136.92,Credit Card,TX
ORD-00870,2025-05-12,Home,Sofa,10.0,4358.38,Credit Card,CA
ORD-00871,2025-07-09,Fashion,Jeans,3.0,2986.65,PayPal,TX
ORD-00872,2025-01-17,Fashion,T-shirt,3.0,3609.21,Apple Pay,CA
ORD-00873,2025-07-31,Fashion,Jeans,3.0,3779.01,Bank Transfer,NY
ORD-00874,2025-06-26,Sports,Bike,4.0,3500.32,Credit Card,TX
ORD-00875,2025-09-01,Electronics,,3.0,2120.23,,FL
ORD-00876,2025-03-16,Fashion,T-shirt,7.0,5056.75,Bank Transfer,CA
ORD-00877,2025-09-29,Home,Blender,7.0,7169.19,Credit Card,CA
ORD-00878,2025-05-20,Home,Blender,10.0,13787.02,Apple Pay,TX
ORD-00879,2025-07-20,Home,,5.0,4942.14,Bank Transfer,NY
ORD-00880,2025-04-03,Fashion,Jeans,6.0,6138.14,Apple Pay,IL
ORD-00881,2025-02-20,Electronics,Laptop,2.0,75.41,Credit Card,FL
ORD-00882,2025-01-18,Home,Sofa,5.0,1964.03,Credit Card,IL
ORD-00883,2025-04-22,Electronics,,10.0,9917.76,Credit Card,CA
ORD-00884,2025-11-28,Electronics,Camera,3.0,,PayPal,CA
ORD-00885,2025-02-08,Fashion,Handbag,5.0,,Bank Transfer,TX
ORD-00886,2025-02-07,Sports,Dumbbell,5.0,1298.55,Apple Pay,CA
ORD-00887,2025-05-13,Sports,Tent,,8964.11,Apple Pay,NY
ORD-00888,2025-04-13,Sports,Treadmill,8.0,11756.36,Bank Transfer,NY
ORD-00889,2025-08-09,Sports,Treadmill,3.0,2460.41,PayPal,
ORD-00890,2025-02-07,Electronics,Headphones,5.0,864.32,Credit Card,IL
ORD-00891,2025-03-18,Home,Blender,1.0,1346.84,Credit Card,CA
ORD-00892,2025-07-20,Sports,Dumbbell,3.0,3168.25,Credit Card,
ORD-00893,2025-02-05,Sports,Tent,7.0,4324.54,PayPal,CA
ORD-00894,2025-07-03,Sports,Tent,2.0,1719.04,Apple Pay,TX
ORD-00895,2025-06-24,Sports,Treadmill,2.0,1121.45,Credit Card,FL
ORD-00896,2025-07-16,Home,Sofa,3.0,2521.87,PayPal,TX
ORD-00897,2025-11-20,Sports,Treadmill,6.0,4440.15,Bank Transfer,NY
ORD-00898,2025-10-31,Fashion,Jacket,4.0,230.16,PayPal,FL
ORD-00899,2025-09-13,Sports,,9.0,8750.19,Bank Transfer,CA
ORD-00900,2025-01-22,Electronics,Tablet,1.0,,Bank Transfer,CA
ORD-00901,2025-10-02,Fashion,Jeans,8.0,11290.66,PayPal,
ORD-00902,2025-09-08,Fashion,,,1108.48,Credit Card,FL
ORD-00903,2025-11-20,Electronics,Smartphone,3.0,,Credit Card,TX
ORD-00904,2025-10-30,Electronics,Headphones,,2726.2,Credit Card,CA
ORD-00905,2025-04-23,Electronics,Headphones,10.0,12027.79,Credit Card,NY
ORD-00906,2025-12-17,Sports,Dumbbell,7.0,,PayPal,TX
ORD-00907,2025-02-02,Fashion,Jacket,10.0,2767.03,Credit Card,TX
ORD-00908,2025-10-11,Fashion,T-shirt,3.0,3151.55,PayPal,FL
ORD-00909,2025-11-20,Fashion,Jeans,1.0,217.39,Bank Transfer,NY
ORD-00910,2025-04-02,Electronics,Headphones,2.0,58.79,Credit Card,IL
ORD-00911,2025-04-16,Home,Blender,8.0,8357.52,,TX
ORD-00912,2025-11-09,Sports,Tent,4.0,,Credit Card,IL
ORD-00913,2025-11-18,Fashion,T-shirt,10.0,14264.41,,TX
ORD-00914,2025-03-02,Sports,Treadmill,9.0,3318.71,Credit Card,IL
ORD-00915,2025-11-17,Home,Microwave,9.0,3100.76,PayPal,TX
ORD-00916,2025-12-17,Electronics,Smartphone,2.0,2397.97,Bank Transfer,FL
ORD-00917,2025-07-06,Fashion,Sneakers,1.0,99.96,Apple Pay,NY
ORD-00918,2025-08-21,Sports,Dumbbell,6.0,5597.36,Credit Card,CA
ORD-00919,2025-01-15,Electronics,Camera,3.0,761.72,Bank Transfer,IL
ORD-00920,2025-10-31,Electronics,Laptop,4.0,4350.71,Apple Pay,FL
ORD-00921,2025-06-16,Fashion,Handbag,4.0,4691.53,PayPal,CA
ORD-00922,2025-04-23,Fashion,T-shirt,,2303.15,Credit Card,FL
ORD-00923,2025-11-09,Sports,Treadmill,7.0,1641.59,Bank Transfer,NY
ORD-00924,2025-04-10,Sports,Dumbbell,3.0,2092.37,Apple Pay,TX
ORD-00925,2025-10-19,Fashion,Handbag,3.0,202.5,Credit Card,
ORD-00926,2025-03-29,Fashion,,8.0,5589.57,,NY
ORD-00927,2025-11-23,Home,Microwave,3.0,3565.59,PayPal,IL
ORD-00928,2025-09-08,Fashion,Jacket,7.0,9018.25,PayPal,IL
ORD-00929,2025-08-08,Sports,Tent,5.0,207.33,PayPal,NY
ORD-00930,2025-10-30,Home,Blender,,3491.62,PayPal,IL
ORD-00931,2025-08-29,Electronics,Headphones,1.0,79.29,Credit Card,FL
ORD-00932,2025-05-04,Sports,Tent,2.0,1379.23,Credit Card,IL
ORD-00933,2025-06-01,Electronics,Headphones,4.0,,PayPal,CA
ORD-00934,2025-08-24,Electronics,Headphones,5.0,1297.34,Credit Card,FL
ORD-00935,2025-07-09,Sports,Bike,7.0,2056.04,Bank Transfer,CA
ORD-00936,2025-06-01,Electronics,Headphones,6.0,4834.57,Bank Transfer,TX
ORD-00937,2025-01-29,Fashion,,10.0,13236.54,Apple Pay,CA
ORD-00938,2025-01-21,Electronics,Headphones,6.0,4252.33,Apple Pay,TX
ORD-00939,2025-04-15,Fashion,Jeans,2.0,1699.84,PayPal,TX
ORD-00940,2025-10-25,Fashion,Jeans,,,PayPal,NY
ORD-00941,2025-08-05,Home,Desk,,3826.39,Apple Pay,CA
ORD-00942,2025-09-14,Electronics,Tablet,6.0,4137.41,Credit Card,FL
ORD-00943,2025-12-11,Home,Blender,10.0,5648.56,Credit Card,NY
ORD-00944,2025-04-02,Sports,Treadmill,2.0,1196.42,Apple Pay,CA
ORD-00945,2025-03-17,Electronics,Smartphone,5.0,928.98,Bank Transfer,NY
ORD-00946,2025-12-16,Fashion,,1.0,453.89,,FL
ORD-00947,2025-01-11,Home,Blender,8.0,8894.48,Apple Pay,NY
ORD-00948,2025-09-24,Electronics,Laptop,4.0,5022.89,Apple Pay,FL
ORD-00949,2025-12-23,Home,Desk,8.0,7185.35,Bank Transfer,FL
ORD-00950,2025-06-06,Home,Microwave,3.0,4048.37,PayPal,TX
ORD-00951,2025-01-25,Fashion,T-shirt,6.0,8740.03,,TX
ORD-00952,2025-03-24,Home,Blender,3.0,2806.72,Apple Pay,
ORD-00953,2025-01-22,Fashion,Sneakers,3.0,1116.3,Apple Pay,IL
ORD-00954,2025-04-16,Fashion,T-shirt,5.0,2835.57,Credit Card,TX
ORD-00955,2025-03-25,Home,Sofa,6.0,4102.05,Apple Pay,CA
ORD-00956,2025-08-23,Electronics,Headphones,8.0,9259.26,Apple Pay,NY
ORD-00957,2025-12-28,Electronics,Camera,9.0,4592.66,Apple Pay,FL
ORD-00958,2025-08-15,Home,,3.0,3610.12,Apple Pay,CA
ORD-00959,2025-03-01,Sports,Treadmill,3.0,3070.36,,CA
ORD-00960,2025-02-17,Sports,Yoga Mat,4.0,2720.16,,CA
ORD-00961,2025-05-23,Fashion,Jeans,9.0,3138.96,PayPal,CA
ORD-00962,2025-02-14,Electronics,Camera,8.0,8176.43,Bank Transfer,NY
ORD-00963,2025-01-29,Sports,Dumbbell,10.0,9155.15,,FL
ORD-00964,2025-01-07,Fashion,T-shirt,6.0,3548.68,Apple Pay,TX
ORD-00965,2025-02-14,Home,Desk,8.0,10511.73,,FL
ORD-00966,2025-08-06,Sports,Tent,5.0,1312.05,Bank Transfer,NY
ORD-00967,2025-09-26,Electronics,Smartphone,4.0,1875.13,Apple Pay,CA
ORD-00968,2025-05-20,Sports,Treadmill,1.0,626.0,,NY
ORD-00969,2025-07-15,Sports,Yoga Mat,3.0,944.7,Apple Pay,IL
ORD-00970,2025-06-05,Sports,Treadmill,,6275.93,Bank Transfer,IL
ORD-00971,2025-03-20,Sports,Bike,,1191.0,Apple Pay,TX
ORD-00972,2025-09-09,Sports,Treadmill,5.0,3186.96,PayPal,CA
ORD-00973,2025-02-04,Electronics,Tablet,8.0,11932.9,Apple Pay,IL
ORD-00974,2025-11-18,Sports,Yoga Mat,7.0,9136.06,Bank Transfer,CA
ORD-00975,2025-05-13,Home,,10.0,459.67,PayPal,IL
ORD-00976,2025-12-21,Electronics,Smartphone,6.0,,PayPal,TX
ORD-00977,2025-11-22,Fashion,Jacket,5.0,2772.61,Apple Pay,CA
ORD-00978,2025-02-09,Home,Desk,9.0,,PayPal,NY
ORD-00979,2025-06-11,Electronics,Camera,3.0,2474.08,,
ORD-00980,2025-03-15,Home,Air Fryer,9.0,7906.22,Credit Card,
ORD-00981,2025-03-25,Home,Desk,8.0,5038.01,Credit Card,NY
ORD-00982,2025-10-14,Fashion,Jeans,4.0,5002.92,Credit Card,FL
ORD-00983,2025-01-09,Sports,Treadmill,2.0,2463.78,Bank Transfer,TX
ORD-00984,2025-11-02,Home,Desk,3.0,3687.65,Apple Pay,NY
ORD-00985,2025-12-22,Home,Air Fryer,2.0,698.18,PayPal,NY
ORD-00986,2025-02-10,Home,Sofa,4.0,850.89,Bank Transfer,CA
ORD-00987,2025-01-22,Electronics,Laptop,8.0,,PayPal,CA
ORD-00988,2025-03-02,Electronics,Camera,10.0,1077.13,Apple Pay,CA
ORD-00989,2025-03-05,Electronics,Tablet,1.0,1136.73,PayPal,IL
ORD-00990,2025-03-16,Fashion,Sneakers,6.0,379.82,Apple Pay,IL
ORD-00991,2025-11-10,Home,Desk,3.0,3856.81,PayPal,IL
ORD-00992,2025-09-28,Electronics,Laptop,10.0,11496.01,PayPal,NY
ORD-00993,2025-02-20,Home,Sofa,9.0,237.66,PayPal,IL
ORD-00994,2025-12-11,Sports,Dumbbell,10.0,2939.86,,NY
ORD-00995,2025-04-27,Home,Blender,7.0,2359.88,Bank Transfer,CA
ORD-00996,2025-03-11,Home,Air Fryer,8.0,1466.14,Bank Transfer,TX
ORD-00997,2025-09-10,Home,Microwave,1.0,141.73,Credit Card,FL
ORD-00998,2025-12-18,Home,Blender,,11095.38,Bank Transfer,NY
ORD-00999,2025-02-05,Sports,Dumbbell,,2095.81,Bank Transfer,TX
ORD-01000,2025-07-22,Fashion,Jacket,8.0,8117.61,Bank Transfer,IL
