ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,OVERDUE
5088379,F,N,Y,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14009,-6982,1,0,0,0,3,NO
5088390,F,N,Y,0,90000,Pensioner,Higher education,Married,House / apartment,-22286,365243,1,0,1,0,2,NO
5088415,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21997,-2538,1,1,1,0,2,NO
5088427,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20337,365243,1,0,0,0,2,NO
5088433,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,1,NO
5088447,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,1,NO
5088455,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15296,-4244,1,1,0,0,3,NO
5088470,F,N,Y,0,94500,Pensioner,Secondary / secondary special,Married,House / apartment,-22140,365243,1,0,0,0,2,NO
5088481,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18670,365243,1,0,0,0,1,NO
5088489,M,Y,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14621,-834,1,0,0,1,3,NO
5088496,F,N,N,0,189000,Working,Secondary / secondary special,Single / not married,House / apartment,-20701,-1746,1,0,0,0,1,NO
5088501,M,Y,Y,0,72000,Working,Higher education,Married,House / apartment,-21897,-619,1,0,0,0,2,NO
5088516,F,N,Y,0,103500,Pensioner,Lower secondary,Married,House / apartment,-23015,365243,1,0,0,0,2,NO
5088532,M,Y,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12925,-1169,1,0,0,0,3,NO
5088534,F,N,Y,0,58500,Pensioner,Secondary / secondary special,Married,House / apartment,-24026,365243,1,0,0,0,2,NO
5088551,F,N,Y,0,90000,Commercial associate,Higher education,Separated,House / apartment,-18386,-8808,1,0,0,0,1,NO
5088563,F,N,Y,0,63000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19708,-7500,1,0,0,0,2,NO
5088571,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21781,365243,1,0,0,0,2,NO
5088600,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13139,-1412,1,0,0,0,2,NO
5088625,F,N,N,0,58500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16377,-2417,1,1,1,0,2,NO
5088626,M,Y,Y,0,256500,Commercial associate,Higher education,Married,House / apartment,-17046,-4272,1,0,0,0,2,NO
5088655,F,Y,Y,1,157500,Working,Higher education,Married,House / apartment,-16680,-2477,1,0,0,0,3,NO
5088664,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-9220,-1473,1,0,0,0,1,NO
5088683,M,Y,Y,0,184500,Commercial associate,Secondary / secondary special,Married,With parents,-19876,-499,1,0,0,0,2,NO
5088685,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-18719,-1473,1,1,1,0,3,NO
5088696,F,Y,Y,0,252000,Working,Secondary / secondary special,Married,House / apartment,-17562,-1261,1,0,0,0,2,NO
5088702,F,Y,Y,1,157500,Working,Higher education,Single / not married,House / apartment,-14649,-1534,1,0,0,0,2,NO
5088706,F,N,Y,0,56250,Pensioner,Secondary / secondary special,Married,House / apartment,-24058,365243,1,0,1,0,2,NO
5088723,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-16691,-1291,1,0,0,0,3,NO
5088732,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18796,-4637,1,0,0,0,2,NO
5088736,F,Y,N,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-19670,-2446,1,0,0,0,1,NO
5088773,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21943,365243,1,0,0,0,1,NO
5088782,M,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-13676,-1016,1,1,1,0,3,NO
5088785,F,N,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,-10522,-895,1,0,0,0,3,NO
5088805,M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,-13718,-3694,1,1,1,0,2,NO
5088814,F,N,Y,0,112500,Commercial associate,Higher education,Married,Municipal apartment,-14635,-2985,1,1,0,1,2,NO
5088816,F,N,Y,0,126000,Working,Secondary / secondary special,Single / not married,With parents,-11426,-155,1,0,1,0,1,NO
5088819,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Separated,House / apartment,-22617,365243,1,0,1,0,1,NO
5088821,F,N,Y,0,45000,Working,Secondary / secondary special,Married,House / apartment,-20106,-6303,1,0,0,0,2,NO
5088822,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,-11714,-765,1,0,1,0,2,NO
5088830,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,-12563,-3715,1,0,0,1,2,NO
5088843,F,N,Y,0,171000,Working,Higher education,Single / not married,House / apartment,-10224,-2073,1,0,0,0,1,NO
5088850,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,-11353,-2316,1,0,0,1,2,NO
5088857,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,-12002,-1251,1,1,0,0,4,NO
5088860,F,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-20643,-6456,1,0,0,1,2,NO
5088870,F,N,Y,0,166500,Working,Secondary / secondary special,Single / not married,With parents,-9640,-612,1,0,0,1,1,NO
5088873,F,Y,Y,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15375,-3200,1,0,0,1,2,NO
5088884,F,N,Y,0,171000,Working,Secondary / secondary special,Single / not married,Rented apartment,-16938,-673,1,0,0,0,1,NO
5088894,F,N,Y,1,117000,Working,Higher education,Married,House / apartment,-18989,-551,1,1,0,0,3,NO
5088908,F,N,Y,2,112500,Working,Higher education,Married,House / apartment,-10115,-885,1,0,0,0,4,NO
5088914,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12623,-5726,1,0,0,0,3,NO
5088922,F,N,Y,0,180000,Working,Secondary / secondary special,Separated,House / apartment,-12914,-278,1,0,0,1,1,NO
5088927,F,Y,Y,0,360000,Working,Higher education,Civil marriage,House / apartment,-11452,-2012,1,0,0,0,2,NO
5088934,F,N,Y,1,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17781,-9044,1,0,1,0,3,NO
5088938,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23077,365243,1,0,0,0,1,NO
5088942,F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,-22584,365243,1,0,0,0,2,NO
5088944,F,N,N,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18580,-1800,1,0,0,0,2,NO
5088959,M,Y,N,0,157500,Working,Higher education,Separated,House / apartment,-10510,-2105,1,1,1,0,1,NO
5088962,F,Y,N,1,67500,Working,Higher education,Married,House / apartment,-11701,-1191,1,1,1,0,3,NO
5088965,F,N,N,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-17719,-3443,1,0,0,0,2,YES
5088966,F,N,N,0,135000,Working,Secondary / secondary special,Married,Municipal apartment,-20850,-5543,1,0,1,0,2,NO
5088968,F,Y,N,0,31500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762,-7734,1,1,1,0,2,NO
5088985,M,Y,N,1,202500,Commercial associate,Higher education,Civil marriage,House / apartment,-12706,-2774,1,0,1,0,3,NO
5088986,F,N,N,2,171000,Working,Secondary / secondary special,Married,House / apartment,-14622,-1160,1,1,1,0,4,NO
5089003,F,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,-19657,-2774,1,0,1,0,2,NO
5089012,F,N,N,1,202500,Commercial associate,Higher education,Separated,House / apartment,-15578,-7949,1,1,1,0,2,NO
5089018,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-16031,-5574,1,1,0,0,2,NO
5089021,M,Y,N,0,382500,State servant,Higher education,Married,Office apartment,-11960,-4174,1,0,0,0,2,NO
5089026,F,N,N,0,171000,Working,Secondary / secondary special,Married,House / apartment,-17508,-1648,1,0,0,0,2,NO
5089037,F,N,N,0,117000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22052,365243,1,0,1,0,1,NO
5089039,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,-12522,-613,1,1,0,0,1,NO
5089049,M,N,N,0,225000,Working,Higher education,Married,House / apartment,-13231,-3139,1,1,1,0,2,NO
5089054,F,Y,N,0,157500,State servant,Secondary / secondary special,Married,House / apartment,-17081,-2927,1,0,1,0,2,NO
5089063,F,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-13417,-3931,1,1,1,0,1,NO
5089066,M,N,N,3,180000,Working,Secondary / secondary special,Married,House / apartment,-14243,-3535,1,0,0,0,5,NO
5089071,F,Y,N,2,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11023,-2652,1,1,0,0,4,NO
5089077,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Widow,House / apartment,-18473,-2531,1,0,1,0,1,NO
5089087,F,N,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-14167,-735,1,0,1,0,3,NO
5089094,F,Y,N,0,54000,Pensioner,Secondary / secondary special,Married,House / apartment,-22983,365243,1,0,0,0,2,NO
5089100,M,N,N,0,270000,Working,Secondary / secondary special,Separated,With parents,-13288,-1160,1,1,0,1,1,NO
5089104,F,N,N,0,103500,State servant,Secondary / secondary special,Civil marriage,House / apartment,-14719,-4082,1,0,0,0,2,NO
5089106,F,N,N,0,112500,Working,Secondary / secondary special,Married,With parents,-19723,-1191,1,0,1,0,2,NO
5089116,F,Y,N,0,90000,Working,Higher education,Single / not married,House / apartment,-15969,-5483,1,1,1,0,1,NO
5089118,F,N,N,1,162000,Working,Incomplete higher,Civil marriage,House / apartment,-12580,-3109,1,1,1,0,3,NO
5089127,F,N,N,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,-19171,-429,1,0,0,0,2,NO
5089133,F,N,N,1,90000,Working,Secondary / secondary special,Married,Municipal apartment,-15655,-1191,1,0,0,0,3,NO
5089137,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,1,0,1,0,2,NO
5089151,M,Y,N,2,292500,State servant,Secondary / secondary special,Married,With parents,-15583,-6031,1,0,1,0,4,NO
5089157,F,N,N,0,112500,Pensioner,Higher education,Single / not married,House / apartment,-22254,365243,1,0,1,0,1,NO
5089160,F,Y,N,0,225000,Working,Higher education,Married,House / apartment,-20264,-2531,1,1,1,0,2,NO
5089164,F,Y,N,0,148500,Commercial associate,Higher education,Married,House / apartment,-12655,-2043,1,1,0,0,2,NO
5089167,F,N,N,1,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-18878,-3351,1,0,1,0,2,NO
5089169,F,Y,N,1,184500,Working,Higher education,Separated,With parents,-13438,-4447,1,1,0,0,2,NO
5089181,F,N,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,-19579,-309,1,0,0,0,2,NO
5089182,F,Y,N,0,135000,Working,Secondary / secondary special,Widow,House / apartment,-23224,-3382,1,1,1,0,1,NO
5089193,F,N,N,0,94500,Pensioner,Higher education,Married,House / apartment,-21373,365243,1,0,1,0,2,NO
5089199,M,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-13155,-2927,1,1,0,0,2,NO
5089209,F,Y,N,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17864,-705,1,1,0,0,2,NO
5089217,F,Y,N,1,171000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14017,-6488,1,1,1,0,3,NO
5089225,M,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23027,365243,1,0,1,0,2,NO
5089230,F,Y,N,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,-17748,-8375,1,1,1,0,1,NO
5089233,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,1,0,1,1,1,NO
5089248,F,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,-10809,-3900,1,0,1,0,1,NO
5089252,F,N,N,0,72000,Working,Secondary / secondary special,Single / not married,House / apartment,-18799,-1466,1,1,0,0,1,NO
5089271,F,Y,N,0,315000,Working,Higher education,Married,House / apartment,-13592,-3504,1,0,1,1,2,NO
5089279,F,N,N,0,108000,Working,Secondary / secondary special,Separated,House / apartment,-20002,-187,1,1,1,1,1,NO
5089283,M,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17679,-2592,1,1,0,0,2,NO
5089287,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-18549,-1160,1,1,0,0,2,NO
5089304,M,N,N,0,193500,Working,Secondary / secondary special,Married,House / apartment,-17257,-886,1,0,0,0,2,NO
5089306,F,N,N,0,54000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14415,-1801,1,1,0,0,2,NO
5089311,F,N,N,1,675000,Commercial associate,Higher education,Married,House / apartment,-10885,-1039,1,1,0,0,3,NO
5089315,F,Y,N,0,135000,Commercial associate,Higher education,Married,House / apartment,-11616,-825,1,1,1,1,2,NO
5089322,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-10788,-2927,1,0,0,0,2,NO
5089325,F,N,N,0,72000,Working,Secondary / secondary special,Single / not married,House / apartment,-10968,-126,1,1,1,0,1,NO
5089329,F,Y,N,0,247500,State servant,Higher education,Single / not married,House / apartment,-16918,-4174,1,1,0,0,1,NO
5089338,F,N,N,0,112500,Pensioner,Secondary / secondary special,Separated,House / apartment,-20605,365243,1,0,0,0,1,NO
5089342,F,N,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,-10297,-735,1,0,1,0,4,NO
5089347,F,N,N,0,121500,State servant,Higher education,Married,House / apartment,-22014,-5239,1,1,0,0,2,NO
5089361,F,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-11687,-978,1,1,0,0,1,NO
5089363,F,N,N,0,202500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22361,365243,1,0,1,0,1,NO
5089371,F,N,N,0,90000,State servant,Higher education,Civil marriage,Office apartment,-19872,-4509,1,1,0,0,2,NO
5089381,M,Y,N,0,126000,Working,Secondary / secondary special,Married,House / apartment,-20116,-248,1,1,0,0,2,NO
5089386,M,Y,N,0,112500,Commercial associate,Higher education,Married,House / apartment,-21013,-2196,1,1,0,0,2,NO
5089392,F,Y,N,0,562500,Working,Higher education,Married,House / apartment,-14654,-2836,1,1,0,0,2,NO
5089407,F,N,N,0,94500,Working,Secondary / secondary special,Married,House / apartment,-18713,-3627,1,1,0,0,2,NO
5089417,F,Y,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-21842,-3869,1,0,0,0,2,NO
5089429,F,N,N,0,171000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23768,365243,1,0,0,0,1,NO
5089434,F,N,N,0,405000,Working,Higher education,Married,House / apartment,-16388,-7127,1,0,0,0,2,NO
5089442,F,N,N,0,157500,Working,Higher education,Separated,House / apartment,-18843,-3474,1,1,1,0,1,NO
5089453,F,N,N,0,103500,Pensioner,Higher education,Married,House / apartment,-21701,365243,1,0,1,0,2,NO
5089463,F,N,N,2,67500,Working,Secondary / secondary special,Married,Municipal apartment,-13891,-248,1,1,1,0,4,NO
5089471,F,Y,N,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,-14902,-1831,1,0,0,0,2,NO
5089473,M,N,N,0,180000,Working,Higher education,Married,House / apartment,-14344,-3443,1,0,0,0,2,NO
5089479,M,N,N,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8652,-552,1,1,0,0,1,NO
5089480,F,N,N,1,36000,Working,Secondary / secondary special,Married,Rented apartment,-13160,-5543,1,1,0,0,3,NO
5089485,F,N,N,2,315000,Commercial associate,Higher education,Married,House / apartment,-12932,-309,1,1,1,0,4,NO
5089489,F,N,N,2,180000,Working,Higher education,Separated,House / apartment,-16294,-217,1,1,1,0,3,NO
5089492,F,N,N,1,112500,Working,Secondary / secondary special,Widow,House / apartment,-19931,-1313,1,0,0,0,2,NO
5089499,M,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-8958,-217,1,1,1,0,1,NO
5089505,F,Y,N,1,405000,Working,Secondary / secondary special,Married,Rented apartment,-13810,-1678,1,1,1,1,3,NO
5089519,M,N,N,1,126000,Working,Secondary / secondary special,Married,House / apartment,-11041,-1160,1,1,1,0,3,NO
5089522,F,Y,N,0,315000,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,2,NO
5089534,F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-18341,-5574,1,1,1,0,2,NO
5089544,F,N,N,1,135000,Working,Higher education,Separated,House / apartment,-13108,-2043,1,0,1,0,2,NO
5089555,F,Y,N,0,157500,Working,Incomplete higher,Single / not married,House / apartment,-11406,-3078,1,1,0,0,1,NO
5089564,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,-11309,-2713,1,1,0,0,2,NO
5089578,F,Y,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-11664,-460,1,1,1,0,2,NO
5089585,M,N,N,0,90000,Working,Secondary / secondary special,Single / not married,With parents,-8919,-947,1,0,0,0,1,NO
5089587,M,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,-10825,-2074,1,1,0,0,3,NO
5089589,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-13077,-1525,1,1,0,0,2,NO
5089592,M,Y,N,0,315000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14011,-978,1,0,0,0,2,NO
5089597,F,Y,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,-11870,-1497,1,1,1,0,4,NO
5089605,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15002,-1466,1,1,1,0,2,NO
5089609,F,Y,N,0,247500,Working,Higher education,Married,House / apartment,-15858,-1801,1,1,0,0,2,NO
5089622,F,N,N,0,315000,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,2,NO
5089636,M,N,N,1,157500,Working,Higher education,Separated,With parents,-10862,-1160,1,1,1,0,2,NO
5089647,M,Y,N,0,306000,Working,Higher education,Married,House / apartment,-13053,-2866,1,1,0,0,2,NO
5089650,F,N,N,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378,-370,1,1,0,0,1,NO
5089667,M,N,N,0,157500,Working,Lower secondary,Married,House / apartment,-14809,-248,1,1,0,0,2,NO
5089670,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-9586,-1070,1,0,0,0,2,NO
5089673,F,Y,N,2,90000,Working,Secondary / secondary special,Married,House / apartment,-13135,-3657,1,1,1,0,4,NO
5089677,F,N,N,0,261000,Commercial associate,Incomplete higher,Married,House / apartment,-10028,-1070,1,1,0,0,2,NO
5089683,M,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-14767,-613,1,1,0,0,2,NO
5089685,M,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20644,365243,1,0,0,0,1,NO
5089687,F,N,N,0,67500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15563,-309,1,0,0,0,2,NO
5089697,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-23056,365243,1,0,1,0,2,NO
5089702,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-14697,-2470,1,1,0,0,2,NO
5089706,M,N,N,0,130500,Working,Secondary / secondary special,Single / not married,With parents,-11873,-3504,1,0,0,0,1,NO
5089712,F,N,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-19984,-4662,1,0,1,0,2,NO
5089722,F,N,N,0,315000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17617,-3262,1,1,1,1,1,NO
5089724,F,N,N,0,234000,Working,Secondary / secondary special,Widow,House / apartment,-21932,-10232,1,1,0,0,1,NO
5089727,F,N,N,0,94500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23725,365243,1,0,0,0,1,NO
5089732,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-19010,-6761,1,1,1,0,2,NO
5089747,M,N,N,1,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-5239,1,0,0,0,2,NO
5089755,F,N,N,0,58500,Working,Secondary / secondary special,Married,House / apartment,-13769,-582,1,0,1,0,2,NO
5089760,M,Y,Y,0,180000,State servant,Higher education,Single / not married,House / apartment,-8190,-886,1,0,0,1,1,NO
5089762,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,-10796,-2531,1,1,0,0,4,NO
5089776,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-14567,-7369,1,1,0,0,2,NO
5089786,F,N,Y,0,112500,Working,Secondary / secondary special,Married,With parents,-16047,-1405,1,0,0,0,2,NO
5089787,F,N,Y,0,126000,Working,Secondary / secondary special,Separated,House / apartment,-21646,-1283,1,1,1,0,1,NO
5089806,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,1,0,0,0,3,NO
5089818,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-12676,-917,1,0,1,0,3,NO
5089820,F,N,N,1,157500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-11194,-1160,1,0,0,0,2,NO
5089822,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976,365243,1,0,0,0,1,NO
5089843,F,N,Y,1,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16505,-1862,1,0,1,1,3,NO
5089852,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Separated,House / apartment,-23545,365243,1,0,0,0,1,NO
5089857,F,Y,N,1,108000,Working,Secondary / secondary special,Married,House / apartment,-15732,-95,1,0,0,1,3,NO
5089860,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-20931,365243,1,0,1,0,2,NO
5089868,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-21645,365243,1,0,0,0,2,NO
5089877,F,N,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-19002,365243,1,0,0,0,2,NO
5089887,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-10662,-1556,1,0,0,0,2,NO
5089888,M,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,-17136,-1678,1,0,0,0,1,NO
5089890,F,N,Y,0,67500,Pensioner,Higher education,Single / not married,Municipal apartment,-23694,365243,1,0,0,1,1,NO
5089901,F,N,Y,0,47790,Pensioner,Secondary / secondary special,Married,House / apartment,-20253,365243,1,0,0,0,2,NO
5089903,M,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13336,-1436,1,0,0,0,2,NO
5089914,F,N,Y,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-21916,365243,1,0,1,0,2,NO
5089925,F,N,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,-14553,-886,1,0,0,0,2,NO
5089926,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-20064,-3627,1,0,0,0,2,NO
5089929,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19170,-4965,1,0,0,0,2,NO
5089936,F,N,Y,0,157500,State servant,Higher education,Single / not married,House / apartment,-19984,-917,1,0,0,0,1,NO
5089942,F,Y,Y,0,360000,State servant,Higher education,Married,House / apartment,-14498,-6123,1,0,0,1,2,NO
5089948,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,-18640,-1100,1,0,0,0,1,NO
5089954,M,N,Y,1,126000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12755,-2105,1,0,0,0,3,NO
5089961,M,Y,Y,3,450000,Working,Secondary / secondary special,Civil marriage,House / apartment,-17296,-3078,1,0,0,1,5,NO
5089967,M,N,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,-9167,-947,1,0,0,0,1,NO
5089975,M,Y,Y,2,67500,Working,Secondary / secondary special,Married,House / apartment,-13243,-644,1,0,0,0,4,NO
5089976,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-22009,-11083,1,0,0,0,2,NO
5089981,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-23770,365243,1,0,0,0,2,NO
5090008,F,N,Y,0,148500,Working,Incomplete higher,Married,House / apartment,-9909,-3048,1,1,0,0,2,NO
5090012,F,N,N,0,225000,State servant,Secondary / secondary special,Single / not married,Office apartment,-14946,-3716,1,0,0,0,1,NO
5090014,M,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-12048,-1587,1,0,0,0,2,NO
5090018,F,N,Y,0,126000,Working,Higher education,Married,House / apartment,-10075,-460,1,0,1,1,2,NO
5090030,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-12955,-917,1,0,0,0,2,NO
5090032,F,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-16356,-1648,1,0,0,0,3,NO
5090035,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-21502,365243,1,0,1,0,2,NO
5090039,M,N,N,1,225000,Working,Higher education,Married,House / apartment,-13747,-6273,1,0,0,0,3,NO
5090048,F,N,Y,0,69372,Working,Secondary / secondary special,Married,House / apartment,-15887,-217,1,1,1,0,2,NO
5090052,M,Y,Y,0,270000,Commercial associate,Higher education,Married,House / apartment,-21244,-1770,1,0,0,0,2,NO
5090055,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-18575,-4113,1,0,0,0,2,NO
5090068,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Separated,House / apartment,-20492,365243,1,0,0,0,1,NO
5090070,F,Y,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15851,-2317,1,0,0,0,3,NO
5090071,F,N,Y,0,130500,Working,Secondary / secondary special,Widow,House / apartment,-18245,-3292,1,0,0,0,1,NO
5090074,F,N,Y,0,202500,Commercial associate,Higher education,Widow,House / apartment,-16588,-4635,1,0,0,0,1,NO
5090077,M,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-19555,365243,1,0,1,0,2,NO
5090078,F,N,Y,0,180000,State servant,Higher education,Separated,House / apartment,-20376,-4420,1,0,0,1,1,NO
5090082,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15051,-1678,1,0,0,0,2,NO
5090083,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16179,-3109,1,1,1,0,1,NO
5090084,M,Y,Y,1,337500,Commercial associate,Higher education,Married,House / apartment,-11332,-429,1,0,0,0,3,NO
5090088,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17248,-4029,1,0,0,0,2,NO
5090089,F,N,Y,1,134995.5,Working,Secondary / secondary special,Civil marriage,House / apartment,-12813,-1897,1,1,0,0,3,NO
5090091,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,1,0,0,0,2,NO
5090092,F,Y,Y,1,103500,Working,Secondary / secondary special,Separated,House / apartment,-10445,-680,1,0,0,1,2,NO
