Order_ID,Order_Date,Gender,Product,Quantity,Total_Sales_USD,Payment_Method,State,Sales_Channel
ORD-00730,2025-06-01,F,Jacket,9,2244.94,Apple Pay,IL,
ORD-00731,2025-09-17,F,Blender,1,1168.36,Bank Transfer,NY,
ORD-00732,2025-05-03,M,Camera,6,7011.03,Apple Pay,CA,
ORD-00733,2025-10-10,M,Bike,9,,PayPal,IL,Online
ORD-00734,2025-02-26,F,Desk,7,6779.76,Credit Card,IL,In-Store
ORD-00735,2025-01-17,M,Laptop,3,853.16,PayPal,CA,
ORD-00736,2025-11-25,F,Bike,2,134.18,Bank Transfer,FL,
ORD-00737,2025-02-06,F,Air Fryer,6,2080.02,Credit Card,NY,
ORD-00738,2025-02-01,F,Treadmill,8,9644.08,Apple Pay,IL,
ORD-00739,2025-05-17,M,Dumbbell,1,1238.99,Credit Card,CA,
ORD-00740,2025-02-19,F,Air Fryer,4,,Credit Card,NY,
ORD-00741,2025-05-08,M,Bike,4,3195.06,PayPal,IL,Online
ORD-00742,2025-08-23,F,Treadmill,10,5497.86,Bank Transfer,CA,
ORD-00743,2025-06-22,F,Sneakers,9,5528.74,PayPal,,
ORD-00744,2025-06-16,,Dumbbell,,5004.72,,FL,Mobile
ORD-00745,2025-10-07,,Dumbbell,10,3762.69,,FL,
ORD-00746,2025-07-23,F,Desk,8,5458.4,Credit Card,,
ORD-00747,2025-06-04,F,Microwave,,786.06,Credit Card,TX,
ORD-00748,2025-12-20,F,Sneakers,6,312.71,Apple Pay,,
ORD-00749,2025-03-21,M,Jacket,1,701.35,PayPal,TX,
ORD-00750,2025-06-03,M,Microwave,4,1459.33,Credit Card,IL,In-Store
ORD-00751,2025-06-16,M,Yoga Mat,4,4426.85,Bank Transfer,NY,
ORD-00752,2025-06-03,M,Yoga Mat,2,1801.88,Credit Card,IL,
ORD-00753,2025-06-21,F,Treadmill,,1384.37,Apple Pay,FL,
ORD-00754,2025-11-05,F,Treadmill,4,4506.26,Credit Card,FL,
ORD-00755,2025-10-04,M,Tablet,9,728.55,PayPal,TX,In-Store
ORD-00756,2025-07-21,F,Sneakers,1,1016.98,Bank Transfer,IL,Mobile
ORD-00757,2025-07-21,F,Smartphone,7,3142.15,PayPal,,
ORD-00758,2025-01-26,F,Air Fryer,8,6925.86,Bank Transfer,TX,Mobile
ORD-00759,2025-12-24,F,Headphones,9,5967.42,PayPal,NY,
ORD-00760,2025-11-30,M,Yoga Mat,4,,PayPal,IL,Mobile
ORD-00761,2025-08-09,F,Sneakers,2,828.12,Apple Pay,IL,
ORD-00762,2025-06-28,F,Laptop,7,,PayPal,TX,Mobile
ORD-00763,2025-03-28,F,Microwave,1,1159.13,Apple Pay,IL,In-Store
ORD-00764,2025-04-30,F,Yoga Mat,3,2015.66,PayPal,TX,
ORD-00765,2025-05-05,F,,2,2229.16,PayPal,TX,
ORD-00766,2025-08-30,F,Tablet,2,943.15,Credit Card,TX,Online
ORD-00767,2025-09-25,F,Jeans,4,1286.5,Apple Pay,IL,In-Store
ORD-00768,2025-12-09,F,Yoga Mat,3,3146.12,Credit Card,FL,
ORD-00769,2025-04-13,F,Tablet,3,326.89,Apple Pay,CA,Mobile
ORD-00770,2025-05-19,M,Treadmill,2,1190.39,Apple Pay,CA,
ORD-00771,2025-07-14,F,Tablet,7,,Credit Card,,
ORD-00772,2025-04-12,M,Yoga Mat,9,1352.44,Bank Transfer,IL,
ORD-00773,2025-06-06,M,Laptop,4,5539.84,Apple Pay,FL,
ORD-00774,2025-06-30,M,Bike,1,533.23,Apple Pay,TX,In-Store
ORD-00775,2025-11-17,F,Jeans,5,6108.01,Apple Pay,FL,
ORD-00776,2025-06-24,F,Camera,5,1769.31,Bank Transfer,NY,In-Store
ORD-00777,2025-11-10,F,Headphones,9,,PayPal,,
ORD-00778,2025-06-09,M,Jeans,3,1953.5,Apple Pay,FL,
ORD-00779,2025-12-17,M,Sneakers,3,2639.78,PayPal,NY,
ORD-00780,2025-03-16,F,Microwave,3,1969.49,PayPal,TX,
ORD-00781,2025-03-02,F,Camera,,,PayPal,TX,
ORD-00782,2025-07-31,F,Jacket,6,7935.57,Bank Transfer,TX,
ORD-00783,2025-02-24,,Dumbbell,3,3519.24,,NY,
ORD-00784,2025-10-18,F,Camera,10,4149.57,PayPal,IL,
ORD-00785,2025-12-19,M,Sneakers,1,551.71,Bank Transfer,NY,
ORD-00786,2025-09-09,M,Dumbbell,3,3843.45,Bank Transfer,NY,
ORD-00787,2025-01-08,F,Sneakers,4,270.8,Apple Pay,FL,In-Store
ORD-00788,2025-08-13,F,Sneakers,4,471.53,Bank Transfer,TX,Online
ORD-00789,2025-01-22,M,Bike,,4334.42,Bank Transfer,TX,
ORD-00790,2025-09-26,M,Yoga Mat,10,8988.33,Credit Card,IL,
ORD-00791,2025-01-22,F,Headphones,8,9951.8,PayPal,IL,
ORD-00792,2025-11-19,,Treadmill,9,5340.14,,NY,Online
ORD-00793,2025-05-27,M,Blender,7,9302.36,Bank Transfer,NY,
ORD-00794,2025-12-20,F,Dumbbell,10,13801.69,PayPal,FL,
ORD-00795,2025-10-27,,,,1687.45,,FL,
ORD-00796,2025-08-21,F,Dumbbell,8,454.96,PayPal,FL,
ORD-00797,2025-12-31,F,Tablet,6,,PayPal,CA,
ORD-00798,2025-02-13,F,Laptop,,7667.42,Bank Transfer,IL,Mobile
ORD-00799,2025-03-29,F,T-shirt,,5249.69,Apple Pay,IL,
ORD-00800,2025-12-31,M,Sneakers,,854.17,Credit Card,FL,
ORD-00801,2025-04-03,F,Desk,8,3579.16,Credit Card,NY,
ORD-00802,2025-01-07,F,Jacket,10,11527.86,Bank Transfer,FL,
ORD-00803,2025-09-10,F,Yoga Mat,1,919.82,PayPal,NY,Mobile
ORD-00804,2025-11-04,F,Tent,7,4717.83,Credit Card,NY,
ORD-00805,2025-04-17,M,Microwave,9,11104.02,Credit Card,NY,Online
ORD-00806,2025-01-17,M,Jacket,6,446.08,Apple Pay,TX,
ORD-00807,2025-04-02,M,Laptop,2,1274.19,PayPal,TX,
ORD-00808,2025-01-19,F,T-shirt,10,5530.79,Credit Card,TX,Mobile
ORD-00809,2025-08-07,,Desk,7,8637.94,,TX,
ORD-00810,2025-05-21,,Bike,2,2096.07,,IL,Online
ORD-00811,2025-11-10,F,Yoga Mat,4,4199.31,Credit Card,CA,
ORD-00812,2025-12-28,M,Headphones,10,14021.6,Apple Pay,FL,Online
ORD-00813,2025-11-16,F,Desk,9,7840.9,Apple Pay,,
ORD-00814,2025-04-03,M,Yoga Mat,,5991.25,PayPal,TX,
ORD-00815,2025-11-17,F,Jacket,2,111,Credit Card,NY,In-Store
ORD-00816,2025-10-14,F,Tent,1,514.01,PayPal,CA,In-Store
ORD-00817,2025-06-07,M,Handbag,5,5947.45,Apple Pay,IL,In-Store
ORD-00818,2025-06-24,F,Air Fryer,2,,Bank Transfer,IL,Online
ORD-00819,2025-06-23,M,Smartphone,4,,Bank Transfer,FL,Online
ORD-00820,2025-08-24,M,Smartphone,8,1999.77,Apple Pay,FL,
ORD-00821,2025-12-14,M,Treadmill,9,4167.26,Apple Pay,IL,
ORD-00822,2025-07-01,F,,10,10345.3,Credit Card,NY,
ORD-00823,2025-11-17,M,Air Fryer,6,8854.53,PayPal,IL,
ORD-00824,2025-06-07,M,Bike,10,1929.3,Apple Pay,CA,
ORD-00825,2025-05-02,M,Blender,2,1511.28,Apple Pay,FL,
ORD-00826,2025-02-27,M,Sofa,9,4206.88,Apple Pay,CA,
ORD-00827,2025-09-05,F,Jacket,,6150.98,PayPal,NY,
ORD-00828,2025-06-17,M,Blender,9,,PayPal,CA,
ORD-00829,2026-01-01,F,Sneakers,1,699.87,Credit Card,CA,
ORD-00830,2025-06-20,M,Air Fryer,10,,Bank Transfer,CA,
ORD-00831,2025-06-09,M,Camera,5,266.35,PayPal,TX,Online
ORD-00832,2025-06-13,F,Sneakers,5,2147.21,Bank Transfer,CA,In-Store
ORD-00833,2025-01-08,F,Sofa,3,1274.95,Credit Card,NY,
ORD-00834,2025-12-27,M,Microwave,6,2526.94,Apple Pay,IL,
ORD-00835,2025-06-23,M,Sneakers,2,961.68,Bank Transfer,CA,
ORD-00836,2025-01-26,M,Jacket,8,10854.98,Credit Card,FL,
ORD-00837,2025-12-27,M,Laptop,7,4200.26,Bank Transfer,IL,
ORD-00838,2026-01-01,M,Desk,6,,Credit Card,FL,
ORD-00839,2025-06-08,F,Jacket,8,1311.59,Bank Transfer,,
ORD-00840,2025-11-12,F,Sneakers,3,3883.27,Apple Pay,TX,
ORD-00841,2025-06-16,M,,6,7124.35,Bank Transfer,FL,In-Store
ORD-00842,2025-09-03,,Laptop,8,1496.58,,NY,Mobile
ORD-00843,2025-09-18,M,Desk,10,8705.24,Credit Card,FL,
ORD-00844,2025-06-04,M,Tablet,9,8830.69,Bank Transfer,,
ORD-00845,2025-03-23,F,Bike,10,3806.63,Bank Transfer,FL,
ORD-00846,2025-10-30,M,Tablet,4,4898.38,Bank Transfer,FL,
ORD-00847,2025-12-09,M,Microwave,4,1104.67,Credit Card,IL,Online
ORD-00848,2025-06-16,F,Treadmill,10,9021.92,Credit Card,FL,
ORD-00849,2025-02-25,M,Handbag,7,861.14,Bank Transfer,TX,Online
ORD-00850,2025-03-13,,Treadmill,2,684.13,,NY,
ORD-00851,2025-11-12,F,T-shirt,9,4062.82,Bank Transfer,NY,In-Store
ORD-00852,2025-12-14,M,Handbag,5,4320.05,Apple Pay,FL,
ORD-00853,2025-09-19,M,Air Fryer,10,320.16,Bank Transfer,NY,In-Store
ORD-00854,2025-01-28,M,Air Fryer,6,8121.55,Credit Card,IL,
ORD-00855,2025-05-01,M,Air Fryer,5,6506.03,Bank Transfer,IL,
ORD-00856,2025-08-11,M,Dumbbell,7,4346.5,PayPal,NY,
ORD-00857,2025-07-04,M,,4,3368.1,Bank Transfer,NY,
ORD-00858,2025-11-28,F,Sofa,3,,Credit Card,NY,Mobile
ORD-00859,2025-11-25,F,Tent,3,,Bank Transfer,FL,In-Store
ORD-00860,2025-08-06,F,Yoga Mat,3,2077.51,Bank Transfer,FL,Online
ORD-00861,2025-01-04,F,Sofa,3,1945.99,Bank Transfer,NY,
ORD-00862,2025-01-18,M,Blender,9,7857.01,Credit Card,IL,Online
ORD-00863,2025-12-20,F,Dumbbell,2,1757.6,Credit Card,NY,
ORD-00864,2025-11-09,M,Blender,9,1222.08,Credit Card,NY,
ORD-00865,2025-06-09,M,Treadmill,9,10810.67,Credit Card,TX,
ORD-00866,2025-08-29,M,Headphones,8,6229.93,Apple Pay,FL,
ORD-00867,2025-12-22,M,Desk,,1339.56,Apple Pay,IL,
ORD-00868,2025-10-21,F,Air Fryer,8,7005.19,Credit Card,TX,
ORD-00869,2025-09-16,F,Tablet,8,1136.92,Credit Card,TX,
ORD-00870,2025-05-12,F,Sofa,10,4358.38,Credit Card,CA,Online
ORD-00871,2025-07-09,M,Jeans,3,2986.65,PayPal,TX,
ORD-00872,2025-01-17,M,T-shirt,3,3609.21,Apple Pay,CA,
ORD-00873,2025-07-31,F,Jeans,3,3779.01,Bank Transfer,NY,
ORD-00874,2025-06-26,M,Bike,4,3500.32,Credit Card,TX,
ORD-00875,2025-09-01,,,3,2120.23,,FL,
ORD-00876,2025-03-16,F,T-shirt,7,5056.75,Bank Transfer,CA,
ORD-00877,2025-09-29,M,Blender,7,7169.19,Credit Card,CA,
ORD-00878,2025-05-20,F,Blender,10,13787.02,Apple Pay,TX,
ORD-00879,2025-07-20,M,,5,4942.14,Bank Transfer,NY,
ORD-00880,2025-04-03,F,Jeans,6,6138.14,Apple Pay,IL,Online
ORD-00881,2025-02-20,M,Laptop,2,75.41,Credit Card,FL,
ORD-00882,2025-01-18,M,Sofa,5,1964.03,Credit Card,IL,
ORD-00883,2025-04-22,M,,10,9917.76,Credit Card,CA,Mobile
ORD-00884,2025-11-28,F,Camera,3,,PayPal,CA,
ORD-00885,2025-02-08,M,Handbag,5,,Bank Transfer,TX,
ORD-00886,2025-02-07,F,Dumbbell,5,1298.55,Apple Pay,CA,Mobile
ORD-00887,2025-05-13,M,Tent,,8964.11,Apple Pay,NY,
ORD-00888,2025-04-13,M,Treadmill,8,11756.36,Bank Transfer,NY,
ORD-00889,2025-08-09,M,Treadmill,3,2460.41,PayPal,,
ORD-00890,2025-02-07,M,Headphones,5,864.32,Credit Card,IL,
ORD-00891,2025-03-18,F,Blender,1,1346.84,Credit Card,CA,
ORD-00892,2025-07-20,F,Dumbbell,3,3168.25,Credit Card,,
ORD-00893,2025-02-05,F,Tent,7,4324.54,PayPal,CA,
ORD-00894,2025-07-03,M,Tent,2,1719.04,Apple Pay,TX,
ORD-00895,2025-06-24,F,Treadmill,2,1121.45,Credit Card,FL,
ORD-00896,2025-07-16,F,Sofa,3,2521.87,PayPal,TX,
ORD-00897,2025-11-20,M,Treadmill,6,4440.15,Bank Transfer,NY,
ORD-00898,2025-10-31,M,Jacket,4,230.16,PayPal,FL,
ORD-00899,2025-09-13,M,,9,8750.19,Bank Transfer,CA,
ORD-00900,2025-01-22,F,Tablet,1,,Bank Transfer,CA,Online
ORD-00901,2025-10-02,F,Jeans,8,11290.66,PayPal,,
ORD-00902,2025-09-08,M,,,1108.48,Credit Card,FL,
ORD-00903,2025-11-20,M,Smartphone,3,,Credit Card,TX,
ORD-00904,2025-10-30,F,Headphones,,2726.2,Credit Card,CA,
ORD-00905,2025-04-23,F,Headphones,10,12027.79,Credit Card,NY,In-Store
ORD-00906,2025-12-17,F,Dumbbell,7,,PayPal,TX,
ORD-00907,2025-02-02,M,Jacket,10,2767.03,Credit Card,TX,Online
ORD-00908,2025-10-11,F,T-shirt,3,3151.55,PayPal,FL,
ORD-00909,2025-11-20,F,Jeans,1,217.39,Bank Transfer,NY,Online
ORD-00910,2025-04-02,F,Headphones,2,58.79,Credit Card,IL,
ORD-00911,2025-04-16,,Blender,8,8357.52,,TX,In-Store
ORD-00912,2025-11-09,F,Tent,4,,Credit Card,IL,
ORD-00913,2025-11-18,,T-shirt,10,14264.41,,TX,
ORD-00914,2025-03-02,F,Treadmill,9,3318.71,Credit Card,IL,
ORD-00915,2025-11-17,M,Microwave,9,3100.76,PayPal,TX,
ORD-00916,2025-12-17,M,Smartphone,2,2397.97,Bank Transfer,FL,Online
ORD-00917,2025-07-06,F,Sneakers,1,99.96,Apple Pay,NY,
ORD-00918,2025-08-21,M,Dumbbell,6,5597.36,Credit Card,CA,
ORD-00919,2025-01-15,F,Camera,3,761.72,Bank Transfer,IL,Mobile
ORD-00920,2025-10-31,M,Laptop,4,4350.71,Apple Pay,FL,
ORD-00921,2025-06-16,M,Handbag,4,4691.53,PayPal,CA,Mobile
ORD-00922,2025-04-23,F,T-shirt,,2303.15,Credit Card,FL,In-Store
ORD-00923,2025-11-09,M,Treadmill,7,1641.59,Bank Transfer,NY,
ORD-00924,2025-04-10,M,Dumbbell,3,2092.37,Apple Pay,TX,Online
ORD-00925,2025-10-19,M,Handbag,3,202.5,Credit Card,,
ORD-00926,2025-03-29,,,8,5589.57,,NY,
ORD-00927,2025-11-23,F,Microwave,3,3565.59,PayPal,IL,
ORD-00928,2025-09-08,M,Jacket,7,9018.25,PayPal,IL,
ORD-00929,2025-08-08,F,Tent,5,207.33,PayPal,NY,In-Store
ORD-00930,2025-10-30,M,Blender,,3491.62,PayPal,IL,In-Store
ORD-00931,2025-08-29,F,Headphones,1,79.29,Credit Card,FL,
ORD-00932,2025-05-04,F,Tent,2,1379.23,Credit Card,IL,
ORD-00933,2025-06-01,F,Headphones,4,,PayPal,CA,Mobile
ORD-00934,2025-08-24,M,Headphones,5,1297.34,Credit Card,FL,
ORD-00935,2025-07-09,M,Bike,7,2056.04,Bank Transfer,CA,
ORD-00936,2025-06-01,M,Headphones,6,4834.57,Bank Transfer,TX,
ORD-00937,2025-01-29,M,,10,13236.54,Apple Pay,CA,In-Store
ORD-00938,2025-01-21,M,Headphones,6,4252.33,Apple Pay,TX,
ORD-00939,2025-04-15,F,Jeans,2,1699.84,PayPal,TX,Online
ORD-00940,2025-10-25,M,Jeans,,,PayPal,NY,Online
ORD-00941,2025-08-05,M,Desk,,3826.39,Apple Pay,CA,
ORD-00942,2025-09-14,F,Tablet,6,4137.41,Credit Card,FL,
ORD-00943,2025-12-11,M,Blender,10,5648.56,Credit Card,NY,Online
ORD-00944,2025-04-02,F,Treadmill,2,1196.42,Apple Pay,CA,
ORD-00945,2025-03-17,F,Smartphone,5,928.98,Bank Transfer,NY,Online
ORD-00946,2025-12-16,,,1,453.89,,FL,Mobile
ORD-00947,2025-01-11,M,Blender,8,8894.48,Apple Pay,NY,
ORD-00948,2025-09-24,M,Laptop,4,5022.89,Apple Pay,FL,Mobile
ORD-00949,2025-12-23,M,Desk,8,7185.35,Bank Transfer,FL,Mobile
ORD-00950,2025-06-06,F,Microwave,3,4048.37,PayPal,TX,In-Store
ORD-00951,2025-01-25,,T-shirt,6,8740.03,,TX,
ORD-00952,2025-03-24,F,Blender,3,2806.72,Apple Pay,,
ORD-00953,2025-01-22,M,Sneakers,3,1116.3,Apple Pay,IL,
ORD-00954,2025-04-16,F,T-shirt,5,2835.57,Credit Card,TX,
ORD-00955,2025-03-25,M,Sofa,6,4102.05,Apple Pay,CA,
ORD-00956,2025-08-23,M,Headphones,8,9259.26,Apple Pay,NY,In-Store
ORD-00957,2025-12-28,M,Camera,9,4592.66,Apple Pay,FL,
ORD-00958,2025-08-15,M,,3,3610.12,Apple Pay,CA,
ORD-00959,2025-03-01,,Treadmill,3,3070.36,,CA,
ORD-00960,2025-02-17,,Yoga Mat,4,2720.16,,CA,Online
ORD-00961,2025-05-23,F,Jeans,9,3138.96,PayPal,CA,
ORD-00962,2025-02-14,F,Camera,8,8176.43,Bank Transfer,NY,
ORD-00963,2025-01-29,,Dumbbell,10,9155.15,,FL,
ORD-00964,2025-01-07,M,T-shirt,6,3548.68,Apple Pay,TX,In-Store
ORD-00965,2025-02-14,,Desk,8,10511.73,,FL,
ORD-00966,2025-08-06,M,Tent,5,1312.05,Bank Transfer,NY,
ORD-00967,2025-09-26,F,Smartphone,4,1875.13,Apple Pay,CA,Online
ORD-00968,2025-05-20,,Treadmill,1,626,,NY,In-Store
ORD-00969,2025-07-15,M,Yoga Mat,3,944.7,Apple Pay,IL,Mobile
ORD-00970,2025-06-05,F,Treadmill,,6275.93,Bank Transfer,IL,
ORD-00971,2025-03-20,M,Bike,,1191,Apple Pay,TX,
ORD-00972,2025-09-09,M,Treadmill,5,3186.96,PayPal,CA,Mobile
ORD-00973,2025-02-04,M,Tablet,8,11932.9,Apple Pay,IL,
ORD-00974,2025-11-18,M,Yoga Mat,7,9136.06,Bank Transfer,CA,Mobile
ORD-00975,2025-05-13,F,,10,459.67,PayPal,IL,
ORD-00976,2025-12-21,M,Smartphone,6,,PayPal,TX,
ORD-00977,2025-11-22,M,Jacket,5,2772.61,Apple Pay,CA,
ORD-00978,2025-02-09,M,Desk,9,,PayPal,NY,
ORD-00979,2025-06-11,,Camera,3,2474.08,,,
ORD-00980,2025-03-15,M,Air Fryer,9,7906.22,Credit Card,,
ORD-00981,2025-03-25,M,Desk,8,5038.01,Credit Card,NY,In-Store
ORD-00982,2025-10-14,M,Jeans,4,5002.92,Credit Card,FL,
ORD-00983,2025-01-09,M,Treadmill,2,2463.78,Bank Transfer,TX,
ORD-00984,2025-11-02,F,Desk,3,3687.65,Apple Pay,NY,In-Store
ORD-00985,2025-12-22,F,Air Fryer,2,698.18,PayPal,NY,
ORD-00986,2025-02-10,F,Sofa,4,850.89,Bank Transfer,CA,
