longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.05,32.69,14,1689,555,1319,527,3.16,143800,NEAR OCEAN
-121.34,38.62,20,4021,864,1658,730,2.4537,153000,INLAND
-118.75,34.28,27,1452,251,928,259,4.6908,186600,<1H OCEAN
-118.94,34.18,25,3502,508,1713,508,5.5181,242100,<1H OCEAN
-124.16,41.74,15,2715,569,1532,530,2.1829,69500,NEAR OCEAN
-121.42,38.53,36,1581,288,832,291,3.4083,71800,INLAND
-118.37,34.07,39,2309,526,870,546,3.1677,453400,<1H OCEAN
-118.39,33.88,33,2543,439,1098,416,5.9683,495500,<1H OCEAN
-117.07,33.01,5,5870,977,1917,842,5.1998,294100,<1H OCEAN
-122.62,37.85,30,833,164,358,143,6.8198,493800,NEAR OCEAN
-118.36,33.9,40,1271,276,725,234,5.0452,231900,<1H OCEAN
-117.2,33.38,14,5392,821,2350,810,5.0507,291500,<1H OCEAN
-122.61,38.23,18,2042,420,914,400,2.9871,193800,<1H OCEAN
-121.45,38.51,29,4221,901,2294,850,2.2245,75900,INLAND
-122.41,37.73,52,1931,358,1092,356,3.7835,271300,NEAR BAY
-118.16,34.02,44,1218,374,1175,342,1.9688,173900,<1H OCEAN
-118.36,34.02,46,3745,798,1502,808,3.8643,195800,<1H OCEAN
-121.3,38.63,31,1817,372,992,339,3.0972,150000,INLAND
-116.48,33.96,11,1381,300,644,248,2.3382,89400,INLAND
-120.06,36.96,44,1288,295,723,287,1.6534,61400,INLAND
-118.33,34.05,44,1574,390,1323,404,2.5284,226300,<1H OCEAN
-119.71,36.81,9,1122,290,662,284,2.0536,55000,INLAND
-118.59,35.72,28,1491,408,98,48,1.4205,90000,INLAND
-122.3,37.97,35,1811,377,911,340,3.375,149700,NEAR BAY
-118.03,33.9,35,1434,279,744,252,3.7308,202400,<1H OCEAN
-118.32,33.75,37,1080,135,366,142,11.6677,500001,NEAR OCEAN
-121.25,37.98,39,1765,414,1056,414,1.5329,48300,INLAND
-118.3,34.18,5,5492,1549,2997,1405,3.3205,172100,<1H OCEAN
-118.41,33.88,34,540,107,213,104,6.3403,500001,<1H OCEAN
-118.21,34.09,39,1287,353,1171,345,1.6118,138500,<1H OCEAN
-118.06,34.1,42,1576,313,697,282,4.3523,283600,<1H OCEAN
-118.77,34.27,7,3074,794,1816,654,2.7137,196400,<1H OCEAN
-121.94,39.45,39,844,161,535,165,1.832,70500,INLAND
-117.95,34.06,32,2252,415,1370,411,4.6312,184800,<1H OCEAN
-122.4,37.59,22,2754,477,1163,479,6.2306,500001,NEAR OCEAN
-121.32,38.03,25,2474,513,1947,524,2.5742,98400,INLAND
-122.47,37.69,27,2447,720,2104,657,3.449,239100,NEAR OCEAN
-122.45,37.78,52,2033,438,2198,418,3.6667,418400,NEAR BAY
-121.29,38.01,10,69,16,50,20,3.75,120800,INLAND
-122.08,37.62,17,2485,518,1139,550,2.6875,157300,NEAR BAY
-117.37,33.98,52,201,44,130,24,2.025,125000,INLAND
-116.86,33.02,17,401,68,251,69,4.6518,170200,<1H OCEAN
-117.24,34.14,6,2383,606,1301,488,3.016,107500,INLAND
-118.09,33.91,34,1582,343,1356,324,3.4211,141100,<1H OCEAN
-117.96,34.08,39,1076,338,1242,332,2.2679,151800,<1H OCEAN
-118.13,34.19,43,1621,365,1015,329,2.92,242200,INLAND
-117.91,33.71,16,3113,783,1719,715,3.6505,145700,<1H OCEAN
-118.37,33.92,36,1075,197,509,197,4.9688,238900,<1H OCEAN
-121.49,38.59,20,463,180,486,190,1.0313,85000,INLAND
-119.09,35.33,9,7085,1148,3084,1052,4.997,142900,INLAND
-116.98,33.83,15,2228,472,653,350,2.683,139300,INLAND
-119.98,36.74,26,1453,251,896,260,3.4861,112500,INLAND
-122.45,37.78,45,2747,699,1320,693,3.1576,333300,NEAR BAY
-117.87,33.7,21,3648,654,2266,628,5.0956,246000,<1H OCEAN
-122.56,37.97,52,1833,324,735,306,4.6944,398900,NEAR BAY
-118.09,33.92,36,847,185,713,194,4.8542,167400,<1H OCEAN
-117.89,33.83,35,2984,446,1435,455,5.6276,200800,<1H OCEAN
-122.05,37.94,22,2105,354,993,365,4.6602,227800,NEAR BAY
-121.86,37.31,24,1939,652,1808,625,2.2259,112500,<1H OCEAN
-118.47,34.1,32,8041,1141,2768,1106,11.1978,500001,<1H OCEAN
-116.98,32.74,16,3361,537,1754,578,5.1098,162300,<1H OCEAN
-118.25,33.92,36,949,164,502,163,4.1042,124400,<1H OCEAN
-122.71,38.5,15,5645,830,2324,769,6.6104,330900,<1H OCEAN
-117.05,32.8,16,1561,378,574,350,3.0035,94600,<1H OCEAN
-118.05,33.95,33,1954,390,1600,376,3.6125,170800,<1H OCEAN
-119.57,36.71,10,1657,359,958,380,2.6458,84800,INLAND
-118.18,34.04,36,1807,630,2118,669,1.55,129000,<1H OCEAN
-116.61,33.04,11,2522,538,616,269,3.875,198100,INLAND
-118.16,34.04,11,852,215,806,202,1.3971,134400,<1H OCEAN
-118.34,34.09,52,1731,502,849,466,3.2946,321600,<1H OCEAN
-122.32,37.57,42,2574,614,2377,588,3.2891,237900,NEAR OCEAN
-118.39,33.96,45,1361,252,581,263,5.8143,340700,<1H OCEAN
-115.56,32.8,28,1672,416,1335,397,1.5987,59400,INLAND
-118.17,33.84,29,4716,1372,2515,1272,2.726,208700,<1H OCEAN
-121.67,38.85,46,645,131,410,122,1.7417,110400,INLAND
-119.01,35.36,24,1941,484,1277,435,1.056,51600,INLAND
-121.32,38.71,14,4594,774,2474,782,4.5245,127500,INLAND
-121.91,37.27,30,4412,862,2168,772,5.0062,232000,<1H OCEAN
-122.25,37.8,52,2087,510,1197,488,3.0149,218400,NEAR BAY
-121.97,37.53,35,2277,420,1353,413,4.75,197000,<1H OCEAN
-116.94,32.75,4,14934,2479,6945,2418,5.1221,229700,<1H OCEAN
-117.7,34.09,25,1719,331,1098,324,3.625,121800,INLAND
-118.08,33.92,39,1631,322,1034,328,4.5382,165700,<1H OCEAN
-117.99,33.93,27,3708,718,1921,721,4.375,210400,<1H OCEAN
-118.17,34.03,42,882,292,1248,281,2.761,120000,<1H OCEAN
-122.49,37.74,48,1186,213,487,207,3.8333,340800,NEAR OCEAN
-119.73,34.41,29,1769,297,703,269,4.4375,350000,NEAR OCEAN
-121.77,36.92,9,4934,1112,3198,977,3.5,194800,<1H OCEAN
-119.4,36.04,39,915,199,580,175,1.8894,112500,INLAND
-118.38,34.05,52,1004,231,590,226,4.2404,351000,<1H OCEAN
-122,38.41,11,2838,429,1331,426,4.945,298400,INLAND
-120.48,34.65,26,1933,316,1001,319,4.4628,134400,NEAR OCEAN
-118.14,34.17,52,2667,486,1681,504,4.0524,173100,<1H OCEAN
-122.08,37.68,15,3051,685,1479,668,3.5295,242200,NEAR BAY
-122.08,37.64,36,1116,199,662,226,5.7309,177900,NEAR BAY
-122.18,37.76,49,2308,452,1299,451,1.8407,96700,NEAR BAY
-117.99,33.77,15,2081,531,1617,561,3.4955,160900,<1H OCEAN
-118.27,33.91,42,1786,358,1318,373,2.625,101100,<1H OCEAN
-122.3,37.81,48,828,182,392,133,2.5938,73500,NEAR BAY
-117.11,32.59,17,2020,534,1529,500,2.1773,143200,NEAR OCEAN
-117.07,32.81,15,2000,402,778,369,4.3594,224200,<1H OCEAN
-118.12,34.19,52,2405,299,970,319,8.7835,444100,INLAND
-118.44,34.5,5,1514,220,1355,215,8.1344,359000,INLAND
-117.62,34.07,16,6009,1599,5110,1389,2.5677,128900,INLAND
-117.97,33.73,19,4154,560,2130,589,7.2845,301800,<1H OCEAN
-118.52,34.36,5,4222,712,2024,646,5.8703,500001,<1H OCEAN
-120.65,35.29,29,1785,481,1344,472,1.4492,222900,NEAR OCEAN
-117.79,33.7,6,1593,371,832,379,4.4286,239500,<1H OCEAN
-117.76,33.94,40,1092,213,457,190,5.1165,184200,<1H OCEAN
-117.05,32.58,25,2185,370,1558,369,5.3072,132700,NEAR OCEAN
-122.2,39.15,33,1064,174,434,147,3.125,108000,INLAND
-118.07,34.09,35,1224,267,887,276,4.0987,202400,<1H OCEAN
-122.45,37.64,19,6326,1025,3444,984,6.2498,353300,NEAR OCEAN
-118.12,33.81,36,2565,458,1155,443,4.6087,224600,<1H OCEAN
-118.95,35.38,30,2594,478,1419,480,3.725,83100,INLAND
-117.31,33.25,14,3483,764,2140,687,3.125,102300,<1H OCEAN
-119.82,36.84,7,2289,342,1077,354,5.4868,158800,INLAND
-118.46,34.27,30,1576,282,1004,284,4.8015,179700,<1H OCEAN
-120.64,34.97,5,2090,469,1911,482,2.4318,86100,NEAR OCEAN
-122.06,37.58,15,8112,1376,4576,1348,5.6758,253400,NEAR BAY
-117.17,34.12,2,3867,573,1275,433,5.4138,164400,INLAND
-118.19,33.92,43,2339,487,1732,449,3.0987,139400,<1H OCEAN
-118.33,34.08,52,1777,454,671,439,3.5083,500001,<1H OCEAN
-118.22,34.07,36,839,250,1079,245,1.7463,158300,<1H OCEAN
-122.14,37.72,45,1397,253,555,248,2.983,202700,NEAR BAY
-121.97,37.77,13,7241,1007,3221,947,7.2216,324600,<1H OCEAN
-117.66,34.14,11,3628,469,1488,463,7.0844,325000,INLAND
-121.41,38.64,38,1384,287,682,280,1.9167,64400,INLAND
-118.27,33.96,38,1126,270,999,265,0.5495,91700,<1H OCEAN
-117.2,34.15,18,1859,251,747,256,7.732,173200,INLAND
-117.84,35.35,28,1913,486,858,371,1.9962,50800,INLAND
-119.68,36.81,13,2589,413,1356,435,5.0253,106200,INLAND
-118.92,34.18,17,2400,352,1067,323,6.3522,259300,<1H OCEAN
-118.18,33.77,45,1434,627,735,518,1.5,162500,NEAR OCEAN
-118.04,33.97,34,1759,431,1282,391,3.0491,158200,<1H OCEAN
-121.89,37.34,20,1106,494,851,448,0.8894,350000,<1H OCEAN
-122.78,38.53,9,3659,652,1889,632,4.2716,250800,<1H OCEAN
-118.4,34.02,19,7297,2331,3870,2144,3.116,300000,<1H OCEAN
-121.9,37.28,26,3756,,1408,535,5.6427,320000,<1H OCEAN
-117.04,34.89,37,1884,366,1052,353,3.175,66800,INLAND
-122.17,37.87,38,1261,177,472,183,6.917,438000,NEAR BAY
-118.19,34.12,41,2591,682,2366,583,2.3071,146400,<1H OCEAN
-117.21,33.93,4,10002,1468,5439,1397,5.0223,152600,INLAND
-119.71,34.36,34,1706,276,628,243,4.1842,364000,NEAR OCEAN
-122.06,37.64,33,1160,252,729,220,3.8259,146100,NEAR BAY
-121.84,37.33,26,1934,408,2059,416,3.6765,163600,<1H OCEAN
-118.1,33.82,36,1946,346,871,336,5.2155,254800,<1H OCEAN
-117.11,32.67,43,515,146,445,140,1.6094,93000,NEAR OCEAN
-117.73,33.49,17,2168,290,654,279,9.8321,500001,<1H OCEAN
-122.25,37.86,52,1389,191,514,202,7.0897,446200,NEAR BAY
-118.02,34.57,4,10655,1706,5391,1529,5.083,151300,INLAND
-117.57,33.88,39,679,164,769,179,2.3036,110600,INLAND
-122.43,37.73,49,1435,322,1008,329,4,264000,NEAR BAY
-122.22,37.81,52,2024,339,756,340,4.072,270100,NEAR BAY
-118.29,34.03,38,1501,437,1777,441,2.0848,135200,<1H OCEAN
-118.21,34.12,35,1937,439,1523,412,3.5638,170500,<1H OCEAN
-115.62,33.04,20,1121,244,766,230,2.2969,62000,INLAND
-122.3,37.57,36,1973,352,1169,370,5.033,270900,NEAR BAY
-122.3,37.53,43,1748,366,984,371,4.5116,337800,NEAR OCEAN
-118.2,34.13,50,2929,588,1931,574,3.3438,173600,<1H OCEAN
-122.06,37.64,37,1468,304,1038,282,4.1652,158200,NEAR BAY
-118.41,34,38,324,70,268,73,2.55,271400,<1H OCEAN
-117.12,32.96,15,2869,405,1526,402,6.0175,238300,<1H OCEAN
-118.27,34.07,34,786,341,1239,320,2.3438,152100,<1H OCEAN
-122.52,37.94,18,1804,284,600,241,5.9582,500001,NEAR BAY
-122.42,37.8,52,2657,772,1014,685,4.038,500001,NEAR BAY
-120.37,34.69,18,1868,315,747,265,4.7946,290600,NEAR OCEAN
-119.69,34.44,41,1989,271,666,269,6.8406,500001,<1H OCEAN
-122.73,38.46,14,2324,754,1026,677,1.722,150000,<1H OCEAN
-122.94,39.1,18,681,120,272,105,2.8906,140600,INLAND
-118.46,34.22,35,2288,617,2222,566,2.6299,170700,<1H OCEAN
-122.46,37.7,37,3029,738,2436,700,3.3214,243200,NEAR OCEAN
-118.49,34.07,36,2929,366,1054,352,13.5728,500001,<1H OCEAN
-118.31,34.28,34,3258,610,1810,633,5.1145,219900,<1H OCEAN
-120.99,37.7,14,9849,1887,4356,1780,3.5877,160900,INLAND
-120.23,37.98,14,1954,368,917,316,3.1523,93300,INLAND
-117.13,32.81,26,2119,444,1202,440,3.2308,166500,NEAR OCEAN
-118.3,34.07,26,2107,757,2660,740,2.3375,282300,<1H OCEAN
-119.77,36.84,15,2058,412,891,378,3.2569,124400,INLAND
-118,33.76,29,1982,503,1426,502,3.0263,194200,<1H OCEAN
-121.36,38.01,16,1080,166,507,182,4.5278,166900,INLAND
-118.39,34.05,35,2458,576,1047,554,4.0283,412500,<1H OCEAN
-118.28,34,38,3335,921,3612,887,2.125,118800,<1H OCEAN
-119.04,35.37,46,1637,338,714,297,2.1818,75300,INLAND
-118.5,34.24,34,2634,412,1114,423,5.9401,315300,<1H OCEAN
-119.57,34.38,22,2512,426,919,341,5.759,425000,<1H OCEAN
-122.81,38.46,28,3580,611,1634,567,4.745,248600,<1H OCEAN
-122.1,37.97,18,4326,655,1753,646,5.6931,269600,NEAR BAY
-118.22,33.81,38,1486,359,1345,326,3.3988,147800,NEAR OCEAN
-118.24,34.13,45,1971,439,1245,430,4.0272,260500,<1H OCEAN
-122.27,37.56,5,4921,1179,1810,1073,5.6936,322200,NEAR BAY
-118.13,34.01,40,2412,629,2119,600,2.075,151100,<1H OCEAN
-118.33,35.64,15,2966,669,1007,465,1.5667,72500,INLAND
-121.62,39.12,35,2787,587,1431,601,2.5469,65900,INLAND
-121.33,38.62,19,1853,415,772,397,2.2574,135800,INLAND
-122.31,38.32,35,3997,762,2074,703,3.285,138100,NEAR BAY
-118.37,33.85,29,3662,586,1626,611,6.3974,410000,<1H OCEAN
-117.24,32.79,20,961,278,525,254,3.1838,245800,NEAR OCEAN
-117.31,34.44,10,1731,299,1056,312,3.6007,104000,INLAND
-120.87,37.5,7,4966,985,2431,904,3.1042,122500,INLAND
-118.35,33.91,19,1949,559,1282,498,2.7813,231300,<1H OCEAN
-117.98,34.09,31,3073,617,2640,594,3.5,161300,INLAND
-117.89,33.66,32,2736,550,1279,534,5.5422,253100,<1H OCEAN
-117.12,33.52,4,30401,4957,13251,4339,4.5841,212300,<1H OCEAN
-118.12,34.02,32,1789,528,1429,517,1.8906,224500,<1H OCEAN
-122.14,37.45,48,2074,297,700,279,8.7051,500001,NEAR BAY
-121.98,37.37,36,1651,344,1062,331,4.575,215400,<1H OCEAN
-122.91,39.07,21,2202,484,1000,381,2.4423,102300,INLAND
-117.18,34.06,52,954,233,533,239,1.3021,100000,INLAND
-122.42,37.76,52,2088,487,1082,488,2.6803,490000,NEAR BAY
-118.45,34.27,35,1579,300,1012,265,5.1296,195900,<1H OCEAN
-117.65,33.48,10,3484,582,1469,556,5.4188,402200,<1H OCEAN
-120.87,39.18,25,2691,598,964,373,3.9196,142700,INLAND
-116.26,33.07,17,934,284,452,184,1.9875,83700,INLAND
-118.22,33.92,43,1195,256,1251,262,3.4539,125000,<1H OCEAN
-117.29,34.11,35,2014,677,1714,612,0.7075,78800,INLAND
-118.29,33.89,32,2355,583,1605,571,4.2171,218200,<1H OCEAN
-121.54,39.47,14,1724,315,939,302,2.4952,53900,INLAND
-117.03,32.71,33,3126,627,2300,623,3.2596,103000,NEAR OCEAN
-118.28,33.99,46,1211,321,1153,282,1.7849,99300,<1H OCEAN
-117.95,33.92,18,2825,660,1590,643,3.6106,153600,<1H OCEAN
-121.18,38.67,42,2101,480,945,426,2.3333,116000,INLAND
-121.21,37.79,33,811,185,446,198,1.6724,96900,INLAND
-118.53,34.19,32,2618,692,1961,633,2.625,192300,<1H OCEAN
-118.02,34.05,34,1610,513,2050,508,2.5562,156300,<1H OCEAN
-117.84,33.84,23,6157,1129,2817,1073,5.0629,232600,<1H OCEAN
-122.38,37.34,33,1054,209,400,161,7.7773,456300,NEAR OCEAN
-118.4,34.1,27,3979,510,1351,520,15.0001,500001,<1H OCEAN
-118.11,33.85,36,2418,389,1138,387,4.8393,216300,<1H OCEAN
-117.8,33.69,16,2745,447,1429,411,6.8219,325500,<1H OCEAN
-122.12,37.82,26,2269,317,918,313,6.6657,364500,NEAR BAY
-121.82,37.25,25,4021,634,2178,650,5.1663,241200,<1H OCEAN
-117.93,33.91,24,1698,297,676,273,5.2017,364600,<1H OCEAN
-117.47,34.06,33,1379,273,884,229,2.7574,125000,INLAND
-118.31,34.09,42,1951,846,2500,813,1.5195,218200,<1H OCEAN
-117.25,34.41,13,3682,668,1606,668,2.1875,119700,INLAND
-122.41,37.79,52,5783,2747,4518,2538,1.724,225000,NEAR BAY
-118,34.1,34,2249,460,1544,441,3.4005,176300,INLAND
-122.23,37.75,50,1542,289,654,268,3.9632,240000,NEAR BAY
-118.28,34.05,35,1627,838,3013,791,1.5565,152500,<1H OCEAN
-119.59,36.72,18,1284,193,621,190,4.5375,130600,INLAND
-118.47,34.04,32,2909,748,1310,706,4.516,350000,<1H OCEAN
-117.25,34.13,33,2898,503,1374,487,3.6856,90000,INLAND
-116.14,34.45,12,8796,1721,11139,1680,2.2612,137500,INLAND
-122.06,37.6,18,1726,276,1186,310,5.3226,231700,NEAR BAY
-119.72,34.41,35,1853,375,878,338,4.9044,335300,NEAR OCEAN
-117.85,34.07,32,761,101,295,95,11.1077,500001,<1H OCEAN
-121.87,37.22,17,2825,365,1052,345,8.0595,485000,<1H OCEAN
-118.2,33.96,43,1233,306,1190,282,2.8371,161300,<1H OCEAN
-117.09,32.79,36,1529,266,683,260,4.0982,171200,NEAR OCEAN
-117.93,34.06,35,1022,183,628,187,3.9375,187500,<1H OCEAN
-121.02,37.68,28,2875,560,1608,558,3.5489,106400,INLAND
-116.97,33.96,12,5876,1222,2992,1151,2.4322,112100,INLAND
-120.11,34.62,16,2943,394,959,359,6.2094,440000,NEAR OCEAN
-118.49,34.13,24,4394,,1443,528,11.2979,500001,<1H OCEAN
-120.3,38.9,11,1961,435,113,53,0.9227,95500,INLAND
-122.2,37.82,39,3770,534,1265,500,6.3302,362800,NEAR BAY
-117.62,34.11,17,1869,311,831,262,6.148,243900,INLAND
-118.03,34.05,36,1345,331,1511,309,3.5129,142300,<1H OCEAN
-118.32,34.1,31,622,229,597,227,1.5284,200000,<1H OCEAN
-117.9,33.8,22,2964,829,2639,771,2.4833,157500,<1H OCEAN
-117.29,34.14,52,1683,266,646,256,4.0481,97300,INLAND
-118.27,34.27,27,5205,859,2363,888,6.1946,276100,<1H OCEAN
-122.31,37.92,43,2116,407,900,361,4.1587,212200,NEAR BAY
-120.48,37.32,13,3641,897,1737,788,2.1418,130600,INLAND
-118.95,35.36,30,2294,508,1753,482,2.1078,54700,INLAND
-117.87,34.11,34,1324,211,799,228,4.5234,192200,<1H OCEAN
-122.47,37.71,42,1961,427,1211,409,3.5156,239400,NEAR OCEAN
-121.95,37.34,25,5236,1320,2529,1213,3.1702,256100,<1H OCEAN
-117.02,32.71,20,4050,745,2870,761,3.7366,121800,NEAR OCEAN
-121.34,38.66,16,3154,860,1837,793,1.9805,92900,INLAND
-121.5,38.58,20,4018,1220,1570,1122,2.5821,125000,INLAND
-117.54,34.55,5,2949,671,1620,530,2.9479,83300,INLAND
-118.2,34.09,39,1594,430,1668,378,2.5343,138200,<1H OCEAN
-120.08,36.79,38,1446,285,928,255,2.9808,89600,INLAND
-121.31,37.96,52,1829,301,694,319,3.3466,92600,INLAND
-122.71,37.9,23,1250,257,437,188,3.115,242600,NEAR OCEAN
-122.38,37.73,20,120,27,55,19,2.625,187500,NEAR BAY
-118.44,34.26,28,1077,288,1377,293,3.9167,153900,<1H OCEAN
-117.17,33.66,2,7401,1187,2826,839,4.1386,177300,<1H OCEAN
-122.07,37.93,25,7201,1521,3264,1433,3.7433,252100,NEAR BAY
-117.16,33.73,10,2381,454,1323,477,2.6322,140700,INLAND
-118.28,34.05,44,968,384,1805,375,1.4801,212500,<1H OCEAN
-118.29,34.01,40,885,312,799,221,1.1667,143800,<1H OCEAN
-121.04,38.95,22,1931,445,1009,407,2.75,153200,INLAND
-122.07,37.98,12,6915,1639,2940,1468,4.0154,186100,NEAR BAY
-117.12,32.57,21,1738,295,983,298,4.8274,174100,NEAR OCEAN
-123.22,39.28,16,5569,1106,3148,1088,3.1455,142900,<1H OCEAN
-117.51,34.16,2,718,98,119,50,4.1,315000,INLAND
-118.46,34.04,25,2768,850,1558,784,3.6976,360000,<1H OCEAN
-117.97,34.05,36,931,160,746,201,3.1667,158000,<1H OCEAN
-117.86,33.73,30,2651,572,3249,552,3.7202,182100,<1H OCEAN
-117.16,32.8,22,2259,634,1213,601,2.5,177800,NEAR OCEAN
-122.42,40.57,10,7949,1309,3176,1163,4.1099,120100,INLAND
-114.47,34.4,19,7650,1901,1129,463,1.82,80100,INLAND
-121.32,38.15,5,5428,994,2725,902,3.9323,130100,INLAND
-118.07,34.12,30,2201,559,1194,531,4.1136,279900,INLAND
-120.43,37.35,15,1613,203,673,213,5.9378,212200,INLAND
-122.24,40.51,23,2216,378,1006,338,4.559,116800,INLAND
-118.21,34.22,39,3008,386,1240,370,9.2463,500001,<1H OCEAN
-122.41,37.78,52,1014,422,1055,382,1.8519,32500,NEAR BAY
-117.54,34.11,16,2114,374,1463,399,3.9241,131500,INLAND
-118.13,34.19,48,2539,425,930,364,4.7269,303900,INLAND
-116,32.74,26,1134,280,329,158,1.4338,43900,INLAND
-117.66,33.64,17,3173,501,1555,520,6.7079,250800,<1H OCEAN
-118.06,33.72,14,2665,331,964,319,15.0001,500001,NEAR OCEAN
-121.83,37.95,17,1133,244,716,235,2.875,162500,INLAND
-117.06,32.76,38,1549,288,636,278,3.2188,150500,NEAR OCEAN
-122.51,38.17,8,5875,1115,2808,1029,3.6392,246300,NEAR BAY
-119.16,34.2,35,2183,636,3504,623,1.9704,160300,NEAR OCEAN
-120.25,36.65,31,1177,221,744,223,2.4937,66000,INLAND
-118.04,33.84,21,6623,1204,3193,1129,4.5395,256000,<1H OCEAN
-118.05,33.98,41,1694,413,1222,387,2.8311,155300,<1H OCEAN
-122.42,37.8,52,3067,870,2122,850,2.5603,287500,NEAR BAY
-122.28,37.88,52,1844,332,769,334,4.2614,261300,NEAR BAY
-121.04,39,21,4059,730,1874,693,4.8051,174300,INLAND
-116.99,33.76,12,7626,1704,2823,1554,2.1722,69400,INLAND
-122.28,37.86,41,2214,550,1213,568,2.2845,153100,NEAR BAY
-122.17,37.74,46,1026,226,749,225,3.0298,107600,NEAR BAY
-122.33,40.48,26,695,126,319,124,3.2788,101600,INLAND
-116.45,32.65,22,2680,643,1644,516,2.1949,127100,INLAND
-118.27,34.09,52,1079,222,439,201,4.625,230800,<1H OCEAN
-120.87,37.76,16,1174,249,601,242,1.7143,113300,INLAND
-116.8,33.52,3,830,145,272,104,3.8281,163500,INLAND
-121.36,38.67,5,5819,1507,3237,1356,2.2339,116600,INLAND
-121.91,36.85,22,2442,624,1301,290,3.1563,300000,NEAR OCEAN
-118.26,33.95,38,1387,346,1240,355,1.6898,95100,<1H OCEAN
-121.74,36.49,33,2952,565,1264,517,4.4209,274600,<1H OCEAN
-117.36,33.99,42,1178,261,804,283,2.9688,92900,INLAND
-122.43,37.72,52,3351,719,2101,706,3.0107,242000,NEAR BAY
-122.08,37.35,35,1347,207,548,189,7.7068,500001,NEAR BAY
-117.44,33.94,32,1814,320,903,306,4.1776,118700,INLAND
-117.72,34.03,17,2902,476,1652,479,5.6029,161800,INLAND
-117.67,33.63,9,5774,1320,3086,1265,4.4063,202200,<1H OCEAN
-118.31,34.07,40,2657,794,2149,749,2.2653,445000,<1H OCEAN
-122.07,37.92,26,3872,739,1629,684,4.4312,225000,NEAR BAY
-116.01,33.51,24,2985,958,4042,905,1.7344,66400,INLAND
-119.63,34.42,42,1765,263,753,260,8.5608,500001,<1H OCEAN
-121.89,38.02,36,2707,550,1827,545,3.3371,94600,INLAND
-121.27,38.67,15,1701,346,723,352,3.8906,128700,INLAND
-118.32,33.98,47,1528,331,864,308,1.9732,101000,<1H OCEAN
-119.49,34.39,17,4617,982,2303,923,3.9224,230600,NEAR OCEAN
-121.84,37.28,18,2749,633,1779,561,3.925,166100,<1H OCEAN
-117.37,33.19,33,2205,453,1138,439,2.8819,208600,NEAR OCEAN
-117.86,34.13,33,2383,428,1269,421,4.636,245500,INLAND
-117.26,34.15,33,2271,389,1100,380,3.5978,88300,INLAND
-117.7,33.63,23,3038,473,1501,436,5.5584,241700,<1H OCEAN
-118.13,33.93,19,1793,447,1222,452,2.6862,195800,<1H OCEAN
-122.27,37.82,41,3221,853,1959,720,1.1108,97500,NEAR BAY
-122.13,37.45,37,2295,332,933,332,6.7257,500001,NEAR BAY
-122.35,37.95,45,2142,431,1318,431,3.0737,111600,NEAR BAY
-119.69,34.43,37,2801,497,1150,476,5.8311,387700,<1H OCEAN
-118.37,33.81,36,1283,209,563,209,6.9296,500001,NEAR OCEAN
-118.12,34.18,47,2344,513,1537,481,3.4777,230600,INLAND
-122.29,37.87,52,895,198,386,204,3.875,182600,NEAR BAY
-118.16,34.16,44,1284,278,925,261,1.7321,178400,<1H OCEAN
-121.73,36.9,23,2392,721,3074,718,2.5195,136900,<1H OCEAN
-119.75,36.8,25,2718,504,1257,465,2.3333,90600,INLAND
-118.2,33.89,40,2538,564,2170,541,2.7212,107900,<1H OCEAN
-120.37,36.15,34,2084,339,868,347,4.381,86300,INLAND
-122.06,37.38,20,3401,768,1497,747,4.2188,500001,NEAR BAY
-118.18,33.83,52,2569,484,1030,451,4.1301,268400,NEAR OCEAN
-118.25,34.07,47,2059,618,2033,544,1.9028,217900,<1H OCEAN
-119.73,34.42,23,1364,227,638,238,5.3279,413900,NEAR OCEAN
-120.91,38.73,11,5460,859,2645,838,4.835,230600,INLAND
-118.06,33.81,25,3497,513,1839,544,5.4216,263000,<1H OCEAN
-120.43,34.87,26,1699,272,799,266,3.9871,157700,<1H OCEAN
-118.13,34.02,43,396,91,261,73,2.9044,172900,<1H OCEAN
-121.28,37.99,42,495,116,284,97,2.8854,55700,INLAND
-121.65,39.16,16,5022,1103,2087,956,2.3963,114800,INLAND
-118.42,34.16,28,4664,1040,1963,961,3.9028,367900,<1H OCEAN
-118.44,34.07,21,730,263,965,224,2.0511,350000,<1H OCEAN
-117.09,32.79,36,1936,345,861,343,3.8333,170000,NEAR OCEAN
-117.2,34.12,24,3532,618,1681,590,3.5,113900,INLAND
-117.69,33.52,3,7374,1444,3214,1279,4.538,278200,<1H OCEAN
-118.95,34.18,25,2237,331,1121,365,6.0994,254900,<1H OCEAN
-117.61,33.41,35,2556,404,946,399,6.1557,402900,NEAR OCEAN
-118.43,34.03,36,1552,388,867,352,3.6467,346700,<1H OCEAN
-122.59,38.04,25,3412,455,1238,406,8.3646,397300,NEAR BAY
-120.06,36.72,32,981,237,736,249,1.8,60400,INLAND
-119.88,34.43,16,2206,541,1227,554,3.75,223100,NEAR OCEAN
-122.2,38.1,5,9567,1729,4620,1580,4.4821,210000,NEAR BAY
-119.81,36.81,33,3972,594,1324,561,5.4513,143300,INLAND
-117.14,32.79,31,984,161,422,158,5.282,183000,NEAR OCEAN
-119.75,36.76,32,2072,497,2002,470,1.3278,44500,INLAND
